20260630 180200;30521.25;30525.75;30517.5;30524.25;1727
20260630 180300;30524.5;30538;30523.5;30534.75;3031
20260630 180400;30535;30539.75;30530.25;30533.75;2114
20260630 180500;30533.75;30539.75;30521.5;30529.25;2622
20260630 180600;30529;30533.5;30517.25;30520.5;2332
20260630 180700;30520;30523.25;30498.75;30507.5;6159
20260630 180800;30507.25;30534.25;30507.25;30532.5;4041
20260630 180900;30532.5;30537.5;30527;30533.25;2701
20260630 181000;30533.5;30535.25;30529.25;30531.75;1733
20260630 181100;30531;30535.75;30530.25;30532.25;1349
20260630 181200;30532.5;30535.5;30525.75;30532.5;1909
20260630 181300;30532.75;30533.5;30523.25;30525.25;1721
20260630 181400;30525;30533.5;30524.5;30532.25;1559
20260630 181500;30531.75;30533;30525;30525.5;923
20260630 181600;30525.75;30528.75;30519.5;30523.5;2369
20260630 181700;30523.75;30530.5;30522.25;30527.75;1255
20260630 181800;30527.25;30529.5;30521.75;30527;1197
20260630 181900;30526.75;30537;30525.75;30536.5;1553
20260630 182000;30536.25;30543.25;30534.25;30542;2493
20260630 182100;30542;30545.25;30539.5;30543;1753
20260630 182200;30543.5;30548.5;30537.25;30547.25;2636
20260630 182300;30546.75;30546.75;30535.5;30535.75;1851
20260630 182400;30535.5;30539.75;30535;30538;1286
20260630 182500;30538;30539;30531;30531.5;1567
20260630 182600;30531.5;30538;30528.25;30536.5;1770
20260630 182700;30536.25;30537;30528.25;30531.25;1405
20260630 182800;30531.25;30532.5;30528.25;30530.25;911
20260630 182900;30529.75;30536.25;30528.5;30532.25;1287
20260630 183000;30532.5;30534.5;30530.5;30533.75;714
20260630 183100;30534;30536;30522.5;30524.75;2407
20260630 183200;30524.75;30529;30523.5;30526;1171
20260630 183300;30525.75;30537.5;30525.75;30529.5;1939
20260630 183400;30529.5;30531.75;30523.75;30531.5;1443
20260630 183500;30531;30532.75;30527.5;30529.5;1023
20260630 183600;30529.5;30538;30528;30536.5;1493
20260630 183700;30536.25;30539.5;30530;30530.75;1509
20260630 183800;30531;30536.75;30528.5;30536.5;1033
20260630 183900;30535.75;30536.25;30527;30528;881
20260630 184000;30528;30531.5;30527.5;30530.5;613
20260630 184100;30529.75;30540;30528.25;30539.5;1628
20260630 184200;30538.75;30547.25;30538.5;30546;2265
20260630 184300;30546;30548.75;30540.75;30546.25;2437
20260630 184400;30545.75;30557.25;30545.75;30555.5;3391
20260630 184500;30555.25;30558;30551.25;30554.25;1710
20260630 184600;30554;30555.75;30546.75;30548.25;1893
20260630 184700;30548.25;30553.25;30544.75;30550.75;2114
20260630 184800;30550.75;30556.5;30549.5;30552.25;1290
20260630 184900;30552.5;30561.75;30550.5;30561.25;2377
20260630 185000;30561.25;30567.5;30559.5;30566.25;3390
20260630 185100;30566.5;30574.75;30564.25;30574;3486
20260630 185200;30573.5;30575.5;30561.5;30566.25;2887
20260630 185300;30565.75;30569.25;30562.75;30565.75;1345
20260630 185400;30565;30567.5;30560.5;30563.25;1384
20260630 185500;30563;30563;30539.75;30547.25;4296
20260630 185600;30547;30553;30546;30551.5;2051
20260630 185700;30551.25;30561;30549.5;30559;2168
20260630 185800;30558.5;30562;30553.5;30555.5;1928
20260630 185900;30555.25;30559.25;30552.75;30556.25;1504
20260630 190000;30556.25;30559.25;30551.5;30553.75;1282
20260630 190100;30554;30565.25;30552.5;30563.5;2425
20260630 190200;30563.75;30570;30562.75;30564;2289
20260630 190300;30564.75;30571.25;30564;30567.5;1301
20260630 190400;30567.75;30571;30560.5;30563;2055
20260630 190500;30563.25;30566.75;30562.25;30564.5;1223
20260630 190600;30564.75;30568;30555.25;30556.5;2085
20260630 190700;30556.5;30565.75;30551.75;30560;2917
20260630 190800;30559.75;30568.5;30556.75;30565.25;2187
20260630 190900;30565;30578;30564;30575.5;3550
20260630 191000;30575;30582.5;30574.25;30579;3560
20260630 191100;30578.75;30581;30572;30580.5;3238
20260630 191200;30580;30590;30579.25;30585.25;4720
20260630 191300;30585.75;30590;30585;30588.5;2311
20260630 191400;30588.5;30593.25;30587.5;30590.25;2817
20260630 191500;30590.25;30594;30586.25;30591.75;2470
20260630 191600;30591.25;30592.75;30586.75;30590.5;1966
20260630 191700;30590.25;30591.75;30584.5;30588;1923
20260630 191800;30588;30593.25;30586.75;30591;2126
20260630 191900;30591.5;30600;30588;30588.25;4401
20260630 192000;30588.5;30590.5;30576.25;30580.25;3958
20260630 192100;30580;30584;30575.25;30578.75;2581
20260630 192200;30578.5;30585.5;30577;30577.75;2164
20260630 192300;30577.5;30587.75;30574.25;30584.5;2563
20260630 192400;30585.25;30587.25;30578.75;30585.25;1300
20260630 192500;30585;30589;30576.5;30577.5;1945
20260630 192600;30577;30584.5;30575.25;30582.5;2030
20260630 192700;30582.75;30584.5;30567.25;30576.75;3359
20260630 192800;30577;30583;30573.75;30580.5;1749
20260630 192900;30580.25;30580.75;30574.5;30574.75;1334
20260630 193000;30574.75;30580.25;30572.25;30575.5;1733
20260630 193100;30575.5;30580.25;30565.75;30571.25;3770
20260630 193200;30571.5;30578.75;30569.75;30572.75;2031
20260630 193300;30572.75;30577.25;30569.5;30574.5;1920
20260630 193400;30574.25;30583.25;30573.5;30581.5;1769
20260630 193500;30581;30581.5;30569.25;30569.75;2029
20260630 193600;30569.25;30572.75;30561.5;30562.75;3564
20260630 193700;30562.5;30566.5;30548.5;30558.5;4633
20260630 193800;30558.75;30560.25;30550;30550.75;2071
20260630 193900;30550.25;30558.5;30549;30553;2666
20260630 194000;30552.75;30562;30551;30561.25;2243
20260630 194100;30561.25;30579.25;30559.5;30567;4714
20260630 194200;30567;30572.25;30563;30566.5;2963
20260630 194300;30566;30580;30565;30573;2252
20260630 194400;30573.25;30574.5;30560.75;30564.25;2430
20260630 194500;30564;30580.75;30563.75;30577.75;2395
20260630 194600;30578.25;30590.25;30566.5;30568;4907
20260630 194700;30568;30575.5;30565.75;30572.75;2789
20260630 194800;30572.5;30574.75;30564.25;30566.5;2430
20260630 194900;30566.25;30571.5;30562;30567.25;2321
20260630 195000;30567;30572.25;30565;30565.75;1849
20260630 195100;30565.5;30571.25;30542;30543.75;6286
20260630 195200;30543.25;30554.25;30540;30550.75;4281
20260630 195300;30551.25;30563.75;30549.5;30555.75;3833
20260630 195400;30555.5;30583.75;30551;30582.25;5727
20260630 195500;30582.5;30594.75;30570.25;30573;6143
20260630 195600;30572.5;30587.5;30564.75;30576;5614
20260630 195700;30575.75;30584.25;30568.75;30578.5;2417
20260630 195800;30578.25;30590.75;30577.25;30585.25;4218
20260630 195900;30585.25;30592.5;30557;30558.25;6244
20260630 200000;30558.25;30570;30510.5;30522;21756
20260630 200100;30522.25;30534.5;30504.5;30523.25;10090
20260630 200200;30522.75;30535.75;30518.5;30525.5;3298
20260630 200300;30525.25;30537.75;30522.5;30527.25;2027
20260630 200400;30527;30534;30522.5;30526;1468
20260630 200500;30526;30534.5;30520;30532.25;1236
20260630 200600;30531.75;30543.75;30525.5;30528.25;1887
20260630 200700;30527.75;30535.75;30521.75;30533.5;1593
20260630 200800;30533.5;30542;30532.75;30540;1294
20260630 200900;30539.75;30541.5;30530.75;30533;1645
20260630 201000;30532.5;30538;30530.75;30533.25;679
20260630 201100;30533.75;30533.75;30524.5;30527.5;1286
20260630 201200;30528.25;30529;30504.25;30510;2945
20260630 201300;30510.25;30517.25;30508.75;30510.25;1558
20260630 201400;30510.75;30512.25;30504.25;30507.25;1294
20260630 201500;30506.25;30513.5;30501.75;30506.5;1488
20260630 201600;30506;30513;30502.25;30510.5;1181
20260630 201700;30510.25;30511.25;30495.25;30497.5;1792
20260630 201800;30497.75;30508.25;30496.5;30500.25;1089
20260630 201900;30499.75;30513.5;30499.25;30508.25;1157
20260630 202000;30508.25;30508.75;30502;30502.5;688
20260630 202100;30502.5;30502.5;30496;30501.25;765
20260630 202200;30501.5;30502;30495.25;30498.75;959
20260630 202300;30499.25;30505.5;30494;30504.25;983
20260630 202400;30504.25;30508;30501.75;30505;611
20260630 202500;30504.5;30507.5;30503;30505.25;358
20260630 202600;30505.25;30506.5;30503;30504.25;392
20260630 202700;30504.5;30506.5;30502.5;30506;290
20260630 202800;30505.5;30507.25;30503.25;30505.5;286
20260630 202900;30505.5;30507.75;30502;30505.5;342
20260630 203000;30505.75;30506.75;30501.5;30504.25;291
20260630 203100;30504.5;30511.75;30502.75;30508.5;765
20260630 203200;30508.5;30509;30498.75;30503;797
20260630 203300;30503.5;30504.5;30501;30502.25;355
20260630 203400;30502.75;30505;30500.75;30503.5;367
20260630 203500;30503.5;30503.75;30500.25;30501.25;316
20260630 203600;30500.75;30502;30497.75;30499.75;357
20260630 203700;30499.5;30499.75;30492.25;30494;609
20260630 203800;30494;30495.75;30491.5;30493.75;395
20260630 203900;30494.75;30501.75;30494.75;30499.25;564
20260630 204000;30499;30499;30494.5;30495.5;253
20260630 204100;30495;30495.75;30492.25;30493.5;348
20260630 204200;30493.75;30496.25;30492.25;30492.5;239
20260630 204300;30492.5;30494.75;30491.75;30493.25;310
20260630 204400;30493.5;30496;30493.25;30494.75;193
20260630 204500;30494.75;30497.75;30492;30496.5;461
20260630 204600;30496;30496.75;30493.75;30494.5;551
20260630 204700;30494.5;30494.5;30490;30494;382
20260630 204800;30494.5;30497;30491;30491.75;335
20260630 204900;30491.75;30492.5;30488.5;30491;376
20260630 205000;30491;30493;30489;30491.25;353
20260630 205100;30491;30494.75;30488.5;30489;493
20260630 205200;30488.5;30489.75;30484.25;30487;440
20260630 205300;30487.5;30490.25;30486.25;30489;231
20260630 205400;30488.75;30495;30488.75;30493;388
20260630 205500;30492.75;30493.75;30489;30491.25;496
20260630 205600;30491;30493.25;30486.75;30493;666
20260630 205700;30493;30495;30490;30495;291
20260630 205800;30494.75;30497.5;30494;30494.25;234
20260630 205900;30494;30497.25;30492.75;30495.25;145
20260630 210000;30496;30502.25;30495.5;30501;415
20260630 220100;30502.5;30525.75;30492;30524.75;2525
20260630 220200;30523.75;30526.25;30500;30505.75;1604
20260630 220300;30506.5;30517.5;30502;30517.25;1139
20260630 220400;30517.25;30519.75;30506;30507.5;741
20260630 220500;30507.5;30518;30506.5;30513.5;472
20260630 220600;30513.75;30525.75;30513.5;30521.5;897
20260630 220700;30520.5;30524.25;30520;30522.5;494
20260630 220800;30522;30526.75;30520.25;30523.5;486
20260630 220900;30523.5;30529;30522.75;30526.5;620
20260630 221000;30526.25;30528.5;30515.75;30520.5;889
20260630 221100;30520.5;30521.5;30499;30508.25;1370
20260630 221200;30507.75;30515;30506.5;30512;596
20260630 221300;30511.75;30514.25;30509.5;30513.5;338
20260630 221400;30514;30516.5;30507.5;30515.25;449
20260630 221500;30514.5;30519;30513.25;30516;402
20260630 221600;30515;30519;30514.25;30518;261
20260630 221700;30517.5;30523.25;30514;30520.5;468
20260630 221800;30521.5;30529.75;30520.25;30529;681
20260630 221900;30529;30535.75;30527.75;30531;1007
20260630 222000;30530.5;30532.5;30523;30530;780
20260630 222100;30530;30535.5;30526.75;30531.5;787
20260630 222200;30531.25;30534;30526.25;30528;422
20260630 222300;30527.75;30531.25;30527;30530.5;374
20260630 222400;30530.75;30532;30527.25;30527.75;193
