qld_time,timestamp,symbol,side,tier,limit_price,current_usd_value,mark_price,dist_pct,order_state
2026-07-10 18:41:35,2026-07-10T08:41:35.426Z,ETHUSDT,sell,both,1830,12289240.56,1783.97,2.580,1
2026-07-10 18:41:35,2026-07-10T08:41:35.426Z,ETHUSDT,sell,both,1850,9492013.3,1783.97,3.701,1
2026-07-10 18:41:35,2026-07-10T08:41:35.426Z,ETHUSDT,sell,both,1840,9061554.72,1783.97,3.141,1
2026-07-10 18:41:35,2026-07-10T08:41:35.426Z,ETHUSDT,sell,global,2560,7775342.08,1783.97,43.500,1
2026-07-10 18:41:35,2026-07-10T08:41:35.426Z,ETHUSDT,sell,both,1860,7074911.76,1783.97,4.262,1
2026-07-10 18:41:35,2026-07-10T08:41:35.426Z,ETHUSDT,sell,near,1855,6515822.92,1783.97,3.982,1
2026-07-10 18:41:35,2026-07-10T08:41:35.426Z,ETHUSDT,sell,near,1845,6429559.32,1783.97,3.421,1
2026-07-10 18:41:35,2026-07-10T08:41:35.426Z,ETHUSDT,sell,near,1837,6355915.29,1783.97,2.973,1
2026-07-10 18:41:35,2026-07-10T08:41:35.426Z,ETHUSDT,sell,near,1835,5555317.54,1783.97,2.860,1
2026-07-10 18:41:35,2026-07-10T08:41:35.426Z,ETHUSDT,sell,near,1800,4842592.2,1783.97,0.899,1
2026-07-10 18:41:35,2026-07-10T08:41:35.426Z,ETHUSDT,sell,near,1828,4085806.67,1783.97,2.468,1
2026-07-10 18:41:35,2026-07-10T08:41:35.427Z,ETHUSDT,buy,global,1670,12069801.42,1783.97,-6.389,1
2026-07-10 18:41:35,2026-07-10T08:41:35.427Z,ETHUSDT,buy,global,1660,11912500.3,1783.97,-6.949,1
2026-07-10 18:41:35,2026-07-10T08:41:35.427Z,ETHUSDT,buy,global,1665,11473794.72,1783.97,-6.669,1
2026-07-10 18:41:35,2026-07-10T08:41:35.427Z,ETHUSDT,buy,global,1455,10173998.75,1783.97,-18.440,1
2026-07-10 18:41:35,2026-07-10T08:41:35.427Z,ETHUSDT,buy,global,1200,7621359.6,1783.97,-32.734,1
2026-07-10 18:41:35,2026-07-10T08:41:35.427Z,ETHUSDT,buy,near,1715,2766466.5,1783.97,-3.866,1
2026-07-10 18:41:35,2026-07-10T08:41:35.427Z,ETHUSDT,buy,near,1700,2664770.4,1783.97,-4.707,1
2026-07-10 18:41:35,2026-07-10T08:41:35.427Z,ETHUSDT,buy,near,1708.6,2504848.61,1783.97,-4.225,1
2026-07-10 18:41:35,2026-07-10T08:41:35.427Z,ETHUSDT,buy,near,1709.1,2500497.05,1783.97,-4.197,1
2026-07-10 18:41:35,2026-07-10T08:41:35.427Z,ETHUSDT,buy,near,1720,2349160.52,1783.97,-3.586,1
2026-07-10 18:41:35,2026-07-10T08:41:35.427Z,ETHUSDT,buy,near,1735,2121235.29,1783.97,-2.745,1
2026-07-10 18:41:35,2026-07-10T08:41:35.427Z,ETHUSDT,buy,near,1748.67,2069937.4,1783.97,-1.979,1
2026-07-10 18:41:35,2026-07-10T08:41:35.427Z,ETHUSDT,buy,near,1717,2001579.01,1783.97,-3.754,1
2026-07-10 18:41:35,2026-07-10T08:41:35.427Z,ETHUSDT,buy,near,1764.55,1879905.69,1783.97,-1.089,1
2026-07-10 18:41:35,2026-07-10T08:41:35.427Z,ETHUSDT,buy,near,1760.2,1810228.4,1783.97,-1.332,1
2026-07-10 18:41:35,2026-07-10T08:41:35.894Z,BTCUSDT,sell,both,64388,22473858.74,64141.675,0.384,1
2026-07-10 18:41:35,2026-07-10T08:41:35.894Z,BTCUSDT,sell,global,68000,17997764,64141.675,6.015,1
2026-07-10 18:41:35,2026-07-10T08:41:35.894Z,BTCUSDT,sell,both,65397.7,16712709.22,64141.675,1.958,1
2026-07-10 18:41:35,2026-07-10T08:41:35.894Z,BTCUSDT,sell,global,79800,15560601,64141.675,24.412,1
2026-07-10 18:41:35,2026-07-10T08:41:35.894Z,BTCUSDT,sell,both,64688,14533129.52,64141.675,0.852,1
2026-07-10 18:41:35,2026-07-10T08:41:35.894Z,BTCUSDT,sell,near,64588,13855030.23,64141.675,0.696,1
2026-07-10 18:41:35,2026-07-10T08:41:35.894Z,BTCUSDT,sell,near,64488,13311548.47,64141.675,0.540,1
2026-07-10 18:41:35,2026-07-10T08:41:35.894Z,BTCUSDT,sell,near,64788,13249340.36,64141.675,1.008,1
2026-07-10 18:41:35,2026-07-10T08:41:35.894Z,BTCUSDT,sell,near,65555.5,13119032.22,64141.675,2.204,1
2026-07-10 18:41:35,2026-07-10T08:41:35.894Z,BTCUSDT,sell,near,64188,12840937.78,64141.675,0.072,2
2026-07-10 18:41:35,2026-07-10T08:41:35.894Z,BTCUSDT,sell,near,65000,10201880,64141.675,1.338,1
2026-07-10 18:41:35,2026-07-10T08:41:35.894Z,BTCUSDT,sell,near,64500,9097660.5,64141.675,0.559,1
2026-07-10 18:41:35,2026-07-10T08:41:35.896Z,BTCUSDT,buy,both,64200,55673212.8,64141.675,0.091,2
2026-07-10 18:41:35,2026-07-10T08:41:35.896Z,BTCUSDT,buy,global,52050,42450470.55,64141.675,-18.852,1
2026-07-10 18:41:35,2026-07-10T08:41:35.896Z,BTCUSDT,buy,global,48000,27898032,64141.675,-25.166,1
2026-07-10 18:41:35,2026-07-10T08:41:35.896Z,BTCUSDT,buy,global,49000,26205543,64141.675,-23.607,1
2026-07-10 18:41:35,2026-07-10T08:41:35.896Z,BTCUSDT,buy,both,63558,20158754.42,64141.675,-0.910,1
2026-07-10 18:41:35,2026-07-10T08:41:35.896Z,BTCUSDT,buy,near,63388,19428485.39,64141.675,-1.175,1
2026-07-10 18:41:35,2026-07-10T08:41:35.896Z,BTCUSDT,buy,near,63588,19163197.62,64141.675,-0.863,1
2026-07-10 18:41:35,2026-07-10T08:41:35.896Z,BTCUSDT,buy,near,63288,19105065,64141.675,-1.331,1
2026-07-10 18:41:35,2026-07-10T08:41:35.896Z,BTCUSDT,buy,near,63538,19092152.39,64141.675,-0.941,1
2026-07-10 18:41:35,2026-07-10T08:41:35.896Z,BTCUSDT,buy,near,63488,19074144.26,64141.675,-1.019,1
2026-07-10 18:41:35,2026-07-10T08:41:35.896Z,BTCUSDT,buy,near,62350,12348729.25,64141.675,-2.793,1
2026-07-10 18:41:35,2026-07-10T08:41:35.896Z,BTCUSDT,buy,near,61000,10698485,64141.675,-4.898,1
2026-07-10 18:41:35,2026-07-10T08:41:35.896Z,BTCUSDT,buy,near,64200.1,8387357.86,64141.675,0.091,2
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,sell,both,1830,12287948.58,1784.195,2.567,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,sell,both,1850,9498503.1,1784.195,3.688,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,sell,both,1840,9059760.72,1784.195,3.128,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,sell,global,2560,7775342.08,1784.195,43.482,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,sell,both,1860,7074911.76,1784.195,4.249,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,sell,near,1855,6518321.6,1784.195,3.968,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,sell,near,1845,6424024.32,1784.195,3.408,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,sell,near,1837,6310978.6,1784.195,2.960,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,sell,near,1835,5558418.69,1784.195,2.848,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,sell,near,1800,4851505.8,1784.195,0.886,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,sell,near,1828,4125785.03,1784.195,2.455,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,buy,global,1670,12069766.35,1784.195,-6.400,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,buy,global,1660,11912463.78,1784.195,-6.961,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,buy,global,1665,11473759.76,1784.195,-6.681,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,buy,global,1455,10173998.75,1784.195,-18.451,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,buy,global,1200,7621359.6,1784.195,-32.743,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,buy,near,1715,2772172.31,1784.195,-3.878,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,buy,near,1700,2664734.7,1784.195,-4.719,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,buy,near,1708.6,2504848.61,1784.195,-4.237,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,buy,near,1709.1,2500497.05,1784.195,-4.209,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,buy,near,1720,2423201.36,1784.195,-3.598,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,buy,near,1746.97,2398692.88,1784.195,-2.086,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,buy,near,1735,2126403.86,1784.195,-2.757,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,buy,near,1757.52,2073906.99,1784.195,-1.495,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,buy,near,1748.59,2019969.42,1784.195,-1.996,1
2026-07-10 18:43:35,2026-07-10T08:43:35.408Z,ETHUSDT,buy,near,1717,2001579.01,1784.195,-3.766,1
2026-07-10 18:43:36,2026-07-10T08:43:36.006Z,BTCUSDT,sell,both,64388,22435612.27,64148.105,0.374,1
2026-07-10 18:43:36,2026-07-10T08:43:36.006Z,BTCUSDT,sell,global,68000,17998172,64148.105,6.005,1
2026-07-10 18:43:36,2026-07-10T08:43:36.006Z,BTCUSDT,sell,both,65397.7,16712709.22,64148.105,1.948,1
2026-07-10 18:43:36,2026-07-10T08:43:36.006Z,BTCUSDT,sell,global,79800,15560601,64148.105,24.400,1
2026-07-10 18:43:36,2026-07-10T08:43:36.006Z,BTCUSDT,sell,both,64688,14533129.52,64148.105,0.842,1
2026-07-10 18:43:36,2026-07-10T08:43:36.006Z,BTCUSDT,sell,near,64588,13867043.6,64148.105,0.686,1
2026-07-10 18:43:36,2026-07-10T08:43:36.006Z,BTCUSDT,sell,near,64488,13345856.09,64148.105,0.530,1
2026-07-10 18:43:36,2026-07-10T08:43:36.006Z,BTCUSDT,sell,near,64788,13222129.4,64148.105,0.998,1
2026-07-10 18:43:36,2026-07-10T08:43:36.006Z,BTCUSDT,sell,near,65555.5,13119032.22,64148.105,2.194,1
2026-07-10 18:43:36,2026-07-10T08:43:36.006Z,BTCUSDT,sell,near,64188,12840937.78,64148.105,0.062,2
2026-07-10 18:43:36,2026-07-10T08:43:36.006Z,BTCUSDT,sell,near,65000,10339290,64148.105,1.328,1
2026-07-10 18:43:36,2026-07-10T08:43:36.006Z,BTCUSDT,sell,near,64500,9141778.5,64148.105,0.549,1
2026-07-10 18:43:36,2026-07-10T08:43:36.007Z,BTCUSDT,buy,both,64200,55673212.8,64148.105,0.081,2
2026-07-10 18:43:36,2026-07-10T08:43:36.007Z,BTCUSDT,buy,global,52050,42450470.55,64148.105,-18.860,1
2026-07-10 18:43:36,2026-07-10T08:43:36.007Z,BTCUSDT,buy,global,48000,27898032,64148.105,-25.173,1
2026-07-10 18:43:36,2026-07-10T08:43:36.007Z,BTCUSDT,buy,global,49000,26205543,64148.105,-23.614,1
2026-07-10 18:43:36,2026-07-10T08:43:36.007Z,BTCUSDT,buy,both,63558,20158754.42,64148.105,-0.920,1
2026-07-10 18:43:36,2026-07-10T08:43:36.007Z,BTCUSDT,buy,near,63388,19444459.16,64148.105,-1.185,1
2026-07-10 18:43:36,2026-07-10T08:43:36.007Z,BTCUSDT,buy,near,63588,19153214.3,64148.105,-0.873,1
2026-07-10 18:43:36,2026-07-10T08:43:36.007Z,BTCUSDT,buy,near,63288,19105065,64148.105,-1.341,1
2026-07-10 18:43:36,2026-07-10T08:43:36.007Z,BTCUSDT,buy,near,63538,19092152.39,64148.105,-0.951,1
2026-07-10 18:43:36,2026-07-10T08:43:36.007Z,BTCUSDT,buy,near,63488,19074144.26,64148.105,-1.029,1
2026-07-10 18:43:36,2026-07-10T08:43:36.007Z,BTCUSDT,buy,near,62350,12348729.25,64148.105,-2.803,1
2026-07-10 18:43:36,2026-07-10T08:43:36.007Z,BTCUSDT,buy,near,61000,10588929,64148.105,-4.908,1
2026-07-10 18:43:36,2026-07-10T08:43:36.007Z,BTCUSDT,buy,near,64200.1,8387357.86,64148.105,0.081,2
2026-07-10 18:45:35,2026-07-10T08:45:35.416Z,ETHUSDT,sell,both,1830,12642276.84,1784.065,2.575,1
2026-07-10 18:45:35,2026-07-10T08:45:35.416Z,ETHUSDT,sell,both,1850,9490178.1,1784.065,3.696,1
2026-07-10 18:45:35,2026-07-10T08:45:35.416Z,ETHUSDT,sell,both,1840,9060608.96,1784.065,3.135,1
2026-07-10 18:45:35,2026-07-10T08:45:35.416Z,ETHUSDT,sell,global,2560,7775342.08,1784.065,43.493,1
2026-07-10 18:45:35,2026-07-10T08:45:35.416Z,ETHUSDT,sell,both,1860,7074969.42,1784.065,4.256,1
2026-07-10 18:45:35,2026-07-10T08:45:35.416Z,ETHUSDT,sell,near,1855,6518321.6,1784.065,3.976,1
2026-07-10 18:45:35,2026-07-10T08:45:35.416Z,ETHUSDT,sell,near,1845,6424081.52,1784.065,3.416,1
2026-07-10 18:45:35,2026-07-10T08:45:35.416Z,ETHUSDT,sell,near,1837,6310978.6,1784.065,2.967,1
2026-07-10 18:45:35,2026-07-10T08:45:35.416Z,ETHUSDT,sell,near,1835,5558418.69,1784.065,2.855,1
2026-07-10 18:45:35,2026-07-10T08:45:35.416Z,ETHUSDT,sell,near,1800,4894187.4,1784.065,0.893,1
2026-07-10 18:45:35,2026-07-10T08:45:35.416Z,ETHUSDT,sell,near,1828,4125785.03,1784.065,2.463,1
2026-07-10 18:45:35,2026-07-10T08:45:35.417Z,ETHUSDT,buy,global,1670,12069766.35,1784.065,-6.394,1
2026-07-10 18:45:35,2026-07-10T08:45:35.417Z,ETHUSDT,buy,global,1660,11912463.78,1784.065,-6.954,1
2026-07-10 18:45:35,2026-07-10T08:45:35.417Z,ETHUSDT,buy,global,1665,11473816.37,1784.065,-6.674,1
2026-07-10 18:45:35,2026-07-10T08:45:35.417Z,ETHUSDT,buy,global,1455,10173998.75,1784.065,-18.445,1
2026-07-10 18:45:35,2026-07-10T08:45:35.417Z,ETHUSDT,buy,global,1200,7621359.6,1784.065,-32.738,1
2026-07-10 18:45:35,2026-07-10T08:45:35.417Z,ETHUSDT,buy,near,1715,2772172.31,1784.065,-3.871,1
2026-07-10 18:45:35,2026-07-10T08:45:35.417Z,ETHUSDT,buy,near,1700,2663735.1,1784.065,-4.712,1
2026-07-10 18:45:35,2026-07-10T08:45:35.417Z,ETHUSDT,buy,near,1708.6,2504848.61,1784.065,-4.230,1
2026-07-10 18:45:35,2026-07-10T08:45:35.417Z,ETHUSDT,buy,near,1709.1,2500497.05,1784.065,-4.202,1
2026-07-10 18:45:35,2026-07-10T08:45:35.417Z,ETHUSDT,buy,near,1720,2423093,1784.065,-3.591,1
2026-07-10 18:45:35,2026-07-10T08:45:35.417Z,ETHUSDT,buy,near,1747.14,2385150.1,1784.065,-2.070,1
2026-07-10 18:45:35,2026-07-10T08:45:35.417Z,ETHUSDT,buy,near,1757.57,2174987.6,1784.065,-1.485,1
2026-07-10 18:45:35,2026-07-10T08:45:35.417Z,ETHUSDT,buy,near,1735,2126403.86,1784.065,-2.750,1
2026-07-10 18:45:35,2026-07-10T08:45:35.417Z,ETHUSDT,buy,near,1749.03,2110365.61,1784.065,-1.964,1
2026-07-10 18:45:35,2026-07-10T08:45:35.417Z,ETHUSDT,buy,near,1717,2001579.01,1784.065,-3.759,1
2026-07-10 18:45:35,2026-07-10T08:45:35.674Z,BTCUSDT,sell,both,64388,22344245.7,64151.425,0.369,1
2026-07-10 18:45:35,2026-07-10T08:45:35.674Z,BTCUSDT,sell,global,68000,18048084,64151.425,5.999,1
2026-07-10 18:45:35,2026-07-10T08:45:35.674Z,BTCUSDT,sell,both,65397.7,16712709.22,64151.425,1.943,1
2026-07-10 18:45:35,2026-07-10T08:45:35.674Z,BTCUSDT,sell,global,79800,15560601,64151.425,24.393,1
2026-07-10 18:45:35,2026-07-10T08:45:35.674Z,BTCUSDT,sell,both,64688,14592060.29,64151.425,0.836,1
2026-07-10 18:45:35,2026-07-10T08:45:35.674Z,BTCUSDT,sell,near,64588,13886420,64151.425,0.681,1
2026-07-10 18:45:35,2026-07-10T08:45:35.674Z,BTCUSDT,sell,near,64488,13348048.68,64151.425,0.525,1
2026-07-10 18:45:35,2026-07-10T08:45:35.674Z,BTCUSDT,sell,near,64788,13222582.92,64151.425,0.992,1
2026-07-10 18:45:35,2026-07-10T08:45:35.674Z,BTCUSDT,sell,near,65555.5,13119032.22,64151.425,2.189,1
2026-07-10 18:45:35,2026-07-10T08:45:35.674Z,BTCUSDT,sell,near,64188,12840937.78,64151.425,0.057,2
2026-07-10 18:45:35,2026-07-10T08:45:35.674Z,BTCUSDT,sell,near,65000,10484175,64151.425,1.323,1
2026-07-10 18:45:35,2026-07-10T08:45:35.674Z,BTCUSDT,sell,near,64500,9041674.5,64151.425,0.543,1
2026-07-10 18:45:35,2026-07-10T08:45:35.675Z,BTCUSDT,buy,both,64200,55673212.8,64151.425,0.076,2
2026-07-10 18:45:35,2026-07-10T08:45:35.675Z,BTCUSDT,buy,global,52050,42450470.55,64151.425,-18.864,1
2026-07-10 18:45:35,2026-07-10T08:45:35.675Z,BTCUSDT,buy,global,48000,27898032,64151.425,-25.177,1
2026-07-10 18:45:35,2026-07-10T08:45:35.675Z,BTCUSDT,buy,global,49000,26205543,64151.425,-23.618,1
2026-07-10 18:45:35,2026-07-10T08:45:35.675Z,BTCUSDT,buy,both,63558,20158754.42,64151.425,-0.925,1
2026-07-10 18:45:35,2026-07-10T08:45:35.675Z,BTCUSDT,buy,near,63388,19444459.16,64151.425,-1.190,1
2026-07-10 18:45:35,2026-07-10T08:45:35.675Z,BTCUSDT,buy,near,63588,19153214.3,64151.425,-0.878,1
2026-07-10 18:45:35,2026-07-10T08:45:35.675Z,BTCUSDT,buy,near,63288,19105065,64151.425,-1.346,1
2026-07-10 18:45:35,2026-07-10T08:45:35.675Z,BTCUSDT,buy,near,63538,19092152.39,64151.425,-0.956,1
2026-07-10 18:45:35,2026-07-10T08:45:35.675Z,BTCUSDT,buy,near,63488,19074144.26,64151.425,-1.034,1
2026-07-10 18:45:35,2026-07-10T08:45:35.675Z,BTCUSDT,buy,near,62350,12348729.25,64151.425,-2.808,1
2026-07-10 18:45:35,2026-07-10T08:45:35.675Z,BTCUSDT,buy,near,61000,10588868,64151.425,-4.912,1
2026-07-10 18:45:35,2026-07-10T08:45:35.675Z,BTCUSDT,buy,near,64200.1,8387357.86,64151.425,0.076,2
2026-07-10 18:47:35,2026-07-10T08:47:35.406Z,ETHUSDT,sell,both,1830,12638278.29,1783.545,2.605,1
2026-07-10 18:47:35,2026-07-10T08:47:35.406Z,ETHUSDT,sell,both,1850,9398604.95,1783.545,3.726,1
2026-07-10 18:47:35,2026-07-10T08:47:35.406Z,ETHUSDT,sell,both,1840,9097408.96,1783.545,3.165,1
2026-07-10 18:47:35,2026-07-10T08:47:35.406Z,ETHUSDT,sell,global,2560,7775342.08,1783.545,43.534,1
2026-07-10 18:47:35,2026-07-10T08:47:35.406Z,ETHUSDT,sell,both,1860,7074969.42,1783.545,4.287,1
2026-07-10 18:47:35,2026-07-10T08:47:35.406Z,ETHUSDT,sell,near,1855,6518321.6,1783.545,4.006,1
2026-07-10 18:47:35,2026-07-10T08:47:35.406Z,ETHUSDT,sell,near,1845,6425264.16,1783.545,3.446,1
2026-07-10 18:47:35,2026-07-10T08:47:35.406Z,ETHUSDT,sell,near,1837,6410858.12,1783.545,2.997,1
2026-07-10 18:47:35,2026-07-10T08:47:35.406Z,ETHUSDT,sell,near,1835,5567593.69,1783.545,2.885,1
2026-07-10 18:47:35,2026-07-10T08:47:35.406Z,ETHUSDT,sell,near,1800,4857490.8,1783.545,0.923,1
2026-07-10 18:47:35,2026-07-10T08:47:35.406Z,ETHUSDT,sell,near,1828,4125785.03,1783.545,2.493,1
2026-07-10 18:47:35,2026-07-10T08:47:35.407Z,ETHUSDT,buy,global,1670,12069766.35,1783.545,-6.366,1
2026-07-10 18:47:35,2026-07-10T08:47:35.407Z,ETHUSDT,buy,global,1660,11911964.12,1783.545,-6.927,1
2026-07-10 18:47:35,2026-07-10T08:47:35.407Z,ETHUSDT,buy,global,1665,11473816.37,1783.545,-6.647,1
2026-07-10 18:47:35,2026-07-10T08:47:35.407Z,ETHUSDT,buy,global,1455,10173998.75,1783.545,-18.421,1
2026-07-10 18:47:35,2026-07-10T08:47:35.407Z,ETHUSDT,buy,global,1200,7621359.6,1783.545,-32.718,1
2026-07-10 18:47:35,2026-07-10T08:47:35.407Z,ETHUSDT,buy,near,1715,2772172.31,1783.545,-3.843,1
2026-07-10 18:47:35,2026-07-10T08:47:35.407Z,ETHUSDT,buy,near,1700,2663735.1,1783.545,-4.684,1
2026-07-10 18:47:35,2026-07-10T08:47:35.407Z,ETHUSDT,buy,near,1708.6,2504848.61,1783.545,-4.202,1
2026-07-10 18:47:35,2026-07-10T08:47:35.407Z,ETHUSDT,buy,near,1709.1,2500497.05,1783.545,-4.174,1
2026-07-10 18:47:35,2026-07-10T08:47:35.407Z,ETHUSDT,buy,near,1720,2423093,1783.545,-3.563,1
2026-07-10 18:47:35,2026-07-10T08:47:35.407Z,ETHUSDT,buy,near,1746.48,2337782.24,1783.545,-2.078,1
2026-07-10 18:47:35,2026-07-10T08:47:35.407Z,ETHUSDT,buy,near,1757.03,2267851.33,1783.545,-1.487,1
2026-07-10 18:47:35,2026-07-10T08:47:35.407Z,ETHUSDT,buy,near,1735,2126403.86,1783.545,-2.722,1
2026-07-10 18:47:35,2026-07-10T08:47:35.407Z,ETHUSDT,buy,near,1717,2001579.01,1783.545,-3.731,1
2026-07-10 18:47:35,2026-07-10T08:47:35.407Z,ETHUSDT,buy,near,1748.21,1999999.44,1783.545,-1.981,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,sell,both,64388,22253072.29,64131.075,0.401,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,sell,global,68000,18050532,64131.075,6.033,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,sell,both,65397.7,16712709.22,64131.075,1.975,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,sell,global,79800,15560601,64131.075,24.433,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,sell,both,64688,14551242.16,64131.075,0.868,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,sell,near,64588,13884934.48,64131.075,0.712,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,sell,near,64488,13348500.1,64131.075,0.557,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,sell,near,64788,13222582.92,64131.075,1.024,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,sell,near,65555.5,13119032.22,64131.075,2.221,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,sell,near,64188,12840937.78,64131.075,0.089,2
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,sell,near,65000,10616840,64131.075,1.355,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,sell,near,64500,8999685,64131.075,0.575,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,buy,both,64200,55673212.8,64131.075,0.107,2
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,buy,global,52050,42450470.55,64131.075,-18.838,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,buy,global,48000,27898032,64131.075,-25.153,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,buy,global,49000,26205543,64131.075,-23.594,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,buy,both,63558,19544847.7,64131.075,-0.894,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,buy,near,63388,19244723.58,64131.075,-1.159,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,buy,near,63588,19153214.3,64131.075,-0.847,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,buy,near,63538,19092152.39,64131.075,-0.925,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,buy,near,63488,19074144.26,64131.075,-1.003,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,buy,near,63288,19055194.06,64131.075,-1.315,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,buy,near,62350,12348729.25,64131.075,-2.777,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,buy,near,61000,10588868,64131.075,-4.882,1
2026-07-10 18:47:35,2026-07-10T08:47:35.981Z,BTCUSDT,buy,near,64200.1,8387357.86,64131.075,0.108,2
2026-07-10 18:49:35,2026-07-10T08:49:35.412Z,ETHUSDT,sell,both,1830,12692137.02,1784.175,2.568,1
2026-07-10 18:49:35,2026-07-10T08:49:35.412Z,ETHUSDT,sell,both,1850,9395755.95,1784.175,3.689,1
2026-07-10 18:49:35,2026-07-10T08:49:35.412Z,ETHUSDT,sell,both,1840,9107407.52,1784.175,3.129,1
2026-07-10 18:49:35,2026-07-10T08:49:35.412Z,ETHUSDT,sell,global,2560,7775342.08,1784.175,43.484,1
2026-07-10 18:49:35,2026-07-10T08:49:35.412Z,ETHUSDT,sell,both,1860,7091367.18,1784.175,4.250,1
2026-07-10 18:49:35,2026-07-10T08:49:35.412Z,ETHUSDT,sell,near,1855,6518321.6,1784.175,3.970,1
2026-07-10 18:49:35,2026-07-10T08:49:35.412Z,ETHUSDT,sell,near,1845,6427063.04,1784.175,3.409,1
2026-07-10 18:49:35,2026-07-10T08:49:35.412Z,ETHUSDT,sell,near,1837,6365910.41,1784.175,2.961,1
2026-07-10 18:49:35,2026-07-10T08:49:35.412Z,ETHUSDT,sell,near,1835,5564536.58,1784.175,2.849,1
2026-07-10 18:49:35,2026-07-10T08:49:35.412Z,ETHUSDT,sell,near,1800,4883360.4,1784.175,0.887,1
2026-07-10 18:49:35,2026-07-10T08:49:35.412Z,ETHUSDT,sell,near,1828,4125785.03,1784.175,2.456,1
2026-07-10 18:49:35,2026-07-10T08:49:35.412Z,ETHUSDT,buy,global,1670,12069766.35,1784.175,-6.399,1
2026-07-10 18:49:35,2026-07-10T08:49:35.412Z,ETHUSDT,buy,global,1660,11911985.7,1784.175,-6.960,1
2026-07-10 18:49:35,2026-07-10T08:49:35.412Z,ETHUSDT,buy,global,1665,11473816.37,1784.175,-6.680,1
2026-07-10 18:49:35,2026-07-10T08:49:35.412Z,ETHUSDT,buy,global,1455,10173998.75,1784.175,-18.450,1
