timestamp,block,unique_pairs,signal_count,eth_price,eth_delta,eth_direction,bias_score,bias_label,funding_rate,oi_h1_change,vol_h1_change,ls_long_pct,liq_long_pct,liq_total_usd,max_pain,max_pain_dist,pc_ratio,nq_price
2026-08-01T18:21:20.336Z,25661778,4,32,1851.81,-6.36,DOWN,0,↔️ NEUTRAL,0.004236,-0.75,1.61,40.9,95.2,4375283,1880,-28,0.912,0.00
2026-08-01T18:31:39.231Z,25661830,4,55,1832.63,-20.06,DOWN,0.5,↗️ LEAN LONG,0.003981,-1.9,13.54,37.44,94.9,35062760,1880,-47,0.917,0.00
2026-08-01T18:44:08.116Z,25661892,4,36,1833.03,-6.36,DOWN,-0.5,↘️ LEAN SHORT,0.003561,-2.24,22.47,40,95.1,47898229,1880,-47,0.914,0.00
2026-08-01T18:56:06.593Z,25661952,4,48,1828.45,5.12,UP,3.5,⬆️⬆️ STRONG LONG,0.002635,-2.6,33.39,41.54,95.9,67316435,1880,-52,0.916,0.00
2026-08-02T02:08:39.840Z,25664110,3,18,1873.09,19.72,UP,-2,⬇️ SHORT,0.00663,0.53,11.2,55.16,7.6,9453445,1900,-27,1.180,0.00
2026-08-02T02:20:19.199Z,25664168,4,44,1879.52,6.30,UP,-2,⬇️ SHORT,0.007622,0.56,12.37,56.34,6.6,10638882,1900,-20,1.180,0.00
2026-08-02T08:41:03.367Z,25666068,3,17,1865.28,-5.35,DOWN,-2,⬇️ SHORT,0.003948,-0.8,2.34,44.73,85.3,753219,1900,-35,1.235,0.00
2026-08-02T09:11:06.248Z,25666217,4,39,1866.77,5.04,UP,2,⬆️ LONG,0.004125,-0.62,4.23,43.06,92.7,1599606,1880,-13,1.216,0.00
2026-08-02T11:44:30.442Z,25666980,3,29,1852.75,-8.28,DOWN,0,↔️ NEUTRAL,0.005196,-0.64,2.05,38.2,95.0,5096801,1880,-27,1.187,0.00
2026-08-02T11:54:39.582Z,25667031,4,31,1849.34,-5.13,DOWN,0,↔️ NEUTRAL,0.004825,-0.84,4.72,39.7,96.3,7137383,1880,-31,1.200,0.00
2026-08-02T18:42:02.575Z,25669061,4,21,1883.36,5.86,UP,-2,⬇️ SHORT,0.001958,0.26,-10.68,59.06,1.7,1586731,1860,23,1.129,0.00
2026-08-02T21:42:15.784Z,25669958,3,31,1890.98,5.86,UP,-1,↘️ LEAN SHORT,0.01,-0.06,0.58,57.34,11.8,1213711,1860,31,1.126,0.00
2026-08-02T22:03:03.645Z,25670061,4,45,1893.72,5.47,UP,-3,⬇️⬇️ STRONG SHORT,0.01,0,6.39,59.58,5.9,5607465,1860,34,1.124,0.00
2026-08-03T02:29:08.075Z,25671382,4,26,1862.64,-5.55,DOWN,-3,⬇️⬇️ STRONG SHORT,0.008303,0.12,-6.35,52.9,73.3,1917813,1860,3,0.858,0.00
2026-08-03T03:47:41.689Z,25671772,3,14,1850.77,-8.71,DOWN,-2,⬇️ SHORT,0.006573,-0.2,0.29,40.76,86.0,5278622,1860,-9,0.949,0.00
2026-08-03T07:16:27.461Z,25672813,3,23,1838.62,-5.17,DOWN,-1,↘️ LEAN SHORT,0.000174,-0.77,6.06,41.27,89.4,4372403,1860,-21,1.187,0.00
2026-08-03T08:22:06.296Z,25673141,4,62,1829.91,-9.15,DOWN,2,⬆️ LONG,-0.001358,0.21,3.83,44.25,96.3,3826430,1860,-30,1.190,0.00
2026-08-03T09:57:54.443Z,25673617,3,18,1849.81,5.68,UP,0,↔️ NEUTRAL,-0.002115,0.87,2.07,57.84,2.1,901093,1860,-10,1.188,0.00
2026-08-03T13:18:41.397Z,25674619,3,19,1846.54,5.77,UP,-1,↘️ LEAN SHORT,-0.000879,0.77,0.15,59.97,2.8,113694,1860,-13,1.193,0.00
2026-08-03T13:28:42.186Z,25674669,4,37,1841.67,-5.48,DOWN,-2,⬇️ SHORT,-0.000763,0.3,1.54,54.9,0.8,730327,1860,-18,1.194,0.00
2026-08-03T13:52:05.944Z,25674786,4,61,1849.42,6.02,UP,1,↗️ LEAN LONG,-0.000645,0.59,4.63,52.84,40.2,1556928,1840,9,1.180,0.00
2026-08-03T14:13:55.088Z,25674895,3,35,1853.17,5.13,UP,2,⬆️ LONG,0.000134,0.28,9.44,51.87,21.6,3553314,1840,13,1.154,0.00
2026-08-03T14:23:56.042Z,25674945,3,33,1849.89,-5.76,DOWN,-1,↘️ LEAN SHORT,0.000342,-0.02,8.96,50,31.9,3142694,1840,10,1.128,0.00
2026-08-03T14:56:52.198Z,25675110,4,53,1869.86,5.54,UP,-1,↘️ LEAN SHORT,0.001815,-0.34,10.04,51.31,1.7,29741030,1840,30,1.090,0.00
2026-08-03T15:07:17.686Z,25675162,4,48,1863.46,-5.70,DOWN,-3,⬇️⬇️ STRONG SHORT,0.001863,-0.47,9.98,50.86,2.1,29492141,1840,23,1.090,0.00
2026-08-03T16:03:15.618Z,25675440,3,19,1864.68,5.20,UP,1,↗️ LEAN LONG,0.003734,-0.17,2.63,45.26,93.7,355175,1840,25,1.099,0.00
2026-08-03T22:05:28.191Z,25677248,4,38,1856.85,-5.21,DOWN,-2,⬇️ SHORT,0.005583,-0.64,-3.95,41,80.6,677952,1860,-3,1.146,0.00
2026-08-03T22:18:30.873Z,25677313,4,51,1861.30,5.42,UP,0,↔️ NEUTRAL,0.005727,-0.57,-2.89,42.06,89.7,2631069,1860,1,1.146,0.00
2026-08-04T01:32:15.794Z,25678279,4,29,1857.33,5.48,UP,-1,↘️ LEAN SHORT,0.006145,0,1.13,52.18,85.5,1155280,1860,-3,0.839,0.00
2026-08-04T01:42:29.547Z,25678330,4,29,1864.65,5.21,UP,-2,⬇️ SHORT,0.006313,0.4,1.43,56.49,6.0,1466326,1860,5,0.845,0.00
2026-08-04T02:37:43.078Z,25678603,3,25,1866.73,5.44,UP,-1,↘️ LEAN SHORT,0.007316,0.08,0.87,54.14,6.7,978363,1860,7,1.012,0.00
2026-08-04T03:15:19.491Z,25678791,4,44,1857.00,-5.76,DOWN,-2,⬇️ SHORT,0.007053,-0.22,-0.58,49.16,69.0,621737,1860,-3,1.014,0.00
2026-08-04T03:31:06.474Z,25678869,4,26,1863.88,6.22,UP,-1,↘️ LEAN SHORT,0.006868,-0.08,0.26,53.74,71.3,680600,1860,4,1.014,0.00
2026-08-04T06:40:31.194Z,25679814,3,17,1855.55,-5.26,DOWN,-1,↘️ LEAN SHORT,0.006127,-0.51,-0.22,48.32,94.3,459299,1860,-4,1.080,0.00
2026-08-04T07:33:07.782Z,25680077,3,33,1860.92,6.80,UP,-1,↘️ LEAN SHORT,0.005438,-0.2,-3.29,51.3,89.1,1094594,1860,1,1.080,0.00
2026-08-04T10:45:44.401Z,25681038,4,45,1865.47,10.86,UP,-2,⬇️ SHORT,0.009628,0.49,-2.11,56.66,6.2,742853,1860,5,1.008,0.00
2026-08-04T11:45:51.093Z,25681338,3,22,1870.31,5.08,UP,-1,↘️ LEAN SHORT,0.007967,0.55,2.02,49.58,6.0,758319,1860,10,1.003,0.00
2026-08-04T12:37:31.436Z,25681595,4,38,1874.68,5.45,UP,1,↗️ LEAN LONG,0.008542,0.75,1.08,50.54,17.6,1100967,1860,15,1.029,0.00
