timestamp,eth_price,expiry_date,max_pain_price,call_oi,put_oi,call_notional,put_notional
2026-06-18T23:49:17.957Z,1706.89,260619,1725,68988.9,71767.3,117854811.85,122583490.66
2026-06-18T23:49:17.957Z,1706.89,260620,1750,17002.9,11341.6,29044579,19375340.43
2026-06-18T23:49:17.957Z,1706.89,260621,1750,4130.7,6585,7056945.72,11247916.93
2026-06-18T23:49:17.957Z,1706.89,260622,1700,1329.7,1247.6,2271274.05,2131198.81
2026-06-18T23:49:17.957Z,1706.89,260626,2000,637931,372237.9,1089711903.16,635892299.82
2026-06-18T23:49:17.957Z,1706.89,260703,1750,14751.8,21639.3,25203025.41,36964190.46
2026-06-18T23:49:17.957Z,1706.89,260710,1700,1447,5239,2472558.58,8947422.59
2026-06-18T23:49:17.957Z,1706.89,260731,1850,126255.6,82169.6,215696961.35,140369836.08
2026-06-18T23:49:17.957Z,1706.89,260828,1750,17939,13368,30643883.1,22835720.84
2026-06-18T23:49:17.957Z,1706.89,260925,2300,212022.4,97760.1,362183956.86,167001888.15
2026-06-18T23:49:17.957Z,1706.89,261225,2200,293723,105947,501778892.59,180984655.19
2026-06-18T23:49:17.957Z,1706.89,270326,2200,48023,24073,82030265.24,41116180.29
2026-06-18T23:50:31.247Z,1707.62,260619,1725,68988.9,71767.3,117838187.91,122578603.67
2026-06-18T23:50:31.247Z,1707.62,260620,1750,17002.9,11341.6,29040534.14,19372450.43
2026-06-18T23:50:31.247Z,1707.62,260621,1750,4130.7,6585,7055960.54,11246421.37
2026-06-18T23:50:31.247Z,1707.62,260622,1700,1329.7,1247.6,2271323.7,2131169.63
2026-06-18T23:50:31.247Z,1707.62,260626,2000,637931,372237.9,1089595737.73,635773720.61
2026-06-18T23:50:31.247Z,1707.62,260703,1750,14751.8,21639.3,25197527.72,36963472.5
2026-06-18T23:50:31.247Z,1707.62,260710,1700,1447,5239,2470935.98,8946752.59
2026-06-18T23:50:31.247Z,1707.62,260731,1850,126255.6,82169.6,215647587.98,140326179.12
2026-06-18T23:50:31.247Z,1707.62,260828,1750,17939,13368,30643199.81,22835737.88
2026-06-18T23:50:31.247Z,1707.62,260925,2300,212022.4,97760.1,362133877.72,166995248.9
2026-06-18T23:50:31.247Z,1707.62,261225,2200,293723,105947,501627721.07,180963155.07
2026-06-18T23:50:31.247Z,1707.62,270326,2200,48023,24073,82030190.58,41113118.77
2026-06-18T23:51:44.328Z,1707.92,260619,1725,68988.9,71767.3,117843632.67,122589826.91
2026-06-18T23:51:44.328Z,1707.92,260620,1750,17002.9,11341.6,29046502.86,19373090.63
2026-06-18T23:51:44.328Z,1707.92,260621,1750,4130.7,6585,7056301.66,11246217.04
2026-06-18T23:51:44.328Z,1707.92,260622,1700,1329.7,1247.6,2271456.01,2131282.26
2026-06-18T23:51:44.328Z,1707.92,260626,2000,637931,372237.9,1089626441.31,635789509.53
2026-06-18T23:51:44.328Z,1707.92,260703,1750,14751.8,21639.3,25197572.18,36963469.27
2026-06-18T23:51:44.328Z,1707.92,260710,1700,1447,5239,2470935.98,8946752.59
2026-06-18T23:51:44.328Z,1707.92,260731,1850,126255.6,82169.6,215669087.59,140332896.44
2026-06-18T23:51:44.328Z,1707.92,260828,1750,17939,13368,30643614.87,22836186.92
2026-06-18T23:51:44.328Z,1707.92,260925,2300,212022.4,97760.1,362158412.15,167003124.5
2026-06-18T23:51:44.328Z,1707.92,261225,2200,293723,105947,501641313.03,180989871.62
2026-06-18T23:51:44.328Z,1707.92,270326,2200,48023,24073,82034187.36,41114022.53
2026-06-18T23:52:52.324Z,1707.96,260619,1725,68988.9,71767.3,117860188.09,122616310.44
2026-06-18T23:52:52.324Z,1707.96,260620,1750,17002.9,11341.6,29046554.38,19373486.44
2026-06-18T23:52:52.324Z,1707.96,260621,1750,4130.7,6585,7057227.9,11251905.8
2026-06-18T23:52:52.324Z,1707.96,260622,1700,1329.7,1247.6,2271763.98,2131313.42
2026-06-18T23:52:52.324Z,1707.96,260626,2000,637931,372237.9,1089823533.33,635892359.37
2026-06-18T23:52:52.324Z,1707.96,260703,1750,14751.8,21639.3,25201112.46,36975105.71
2026-06-18T23:52:52.324Z,1707.96,260710,1700,1447,5239,2471003.98,8946966.11
2026-06-18T23:52:52.324Z,1707.96,260731,1850,126255.6,82169.6,215683777.29,140341084.7
2026-06-18T23:52:52.324Z,1707.96,260828,1750,17939,13368,30646332.99,22838624.42
2026-06-18T23:52:52.324Z,1707.96,260925,2300,212022.4,97760.1,362214109.35,167006550.73
2026-06-18T23:52:52.324Z,1707.96,261225,2200,293723,105947,501739274.87,180997635.93
2026-06-18T23:52:52.324Z,1707.96,270326,2200,48023,24073,82049675.18,41130095.23
2026-06-18T23:53:55.126Z,1708.15,260619,1725,68988.9,71767.3,117871566.43,122630527.02
2026-06-18T23:53:55.126Z,1708.15,260620,1750,17002.9,11341.6,29052384.57,19375806.11
2026-06-18T23:53:55.126Z,1708.15,260621,1750,4130.7,6585,7057510.26,11252609
2026-06-18T23:53:55.126Z,1708.15,260622,1700,1329.7,1247.6,2271838.96,2131338.9
2026-06-18T23:53:55.126Z,1708.15,260626,2000,637931,372237.9,1089938713.89,635947901.95
2026-06-18T23:53:55.126Z,1708.15,260703,1750,14751.8,21639.3,25204168.05,36979986.42
2026-06-18T23:53:55.126Z,1708.15,260710,1700,1447,5239,2471240.86,8947785.39
2026-06-18T23:53:55.126Z,1708.15,260731,1850,126255.6,82169.6,215703654.13,140373235.83
2026-06-18T23:53:55.126Z,1708.15,260828,1750,17939,13368,30649919.33,22840052.97
2026-06-18T23:53:55.126Z,1708.15,260925,2300,212022.4,97760.1,362232136.61,167021876.92
2026-06-18T23:53:55.126Z,1708.15,261225,2200,293723,105947,501748808.27,181030848.85
2026-06-18T23:53:55.126Z,1708.15,270326,2200,48023,24073,82052390.21,41132774.49
2026-06-18T23:55:03.380Z,1708.51,260619,1725,68988.9,71767.3,117880947.84,122648935.16
2026-06-18T23:55:03.380Z,1708.51,260620,1750,17002.9,11341.6,29056780.75,19377663.31
2026-06-18T23:55:03.380Z,1708.51,260621,1750,4130.7,6585,7058501.78,11254347.69
2026-06-18T23:55:03.380Z,1708.51,260622,1700,1329.7,1247.6,2272336.12,2132274.95
2026-06-18T23:55:03.380Z,1708.51,260626,2000,637931,372237.9,1090146123.97,636107399.03
2026-06-18T23:55:03.380Z,1708.51,260703,1750,14751.8,21639.3,25204168.05,36979986.42
2026-06-18T23:55:03.380Z,1708.51,260710,1700,1447,5239,2471330.36,8949394.6
2026-06-18T23:55:03.380Z,1708.51,260731,1850,126255.6,82169.6,215723555.83,140377117.99
2026-06-18T23:55:03.380Z,1708.51,260828,1750,17939,13368,30655951.91,22844249.09
2026-06-18T23:55:03.380Z,1708.51,260925,2300,212022.4,97760.1,362296741.37,167039205.17
2026-06-18T23:55:03.380Z,1708.51,261225,2200,293723,105947,501800293.65,181037681.23
2026-06-18T23:55:03.380Z,1708.51,270326,2200,48023,24073,82078238.16,41134126.52
2026-06-18T23:56:06.274Z,1709.22,260619,1725,68988.9,71767.3,117904920.96,122660531.62
2026-06-18T23:56:06.274Z,1709.22,260620,1750,17002.9,11341.6,29057853.73,19378035.44
2026-06-18T23:56:06.274Z,1709.22,260621,1750,4130.7,6585,7059311.6,11254348.5
2026-06-18T23:56:06.274Z,1709.22,260622,1700,1329.7,1247.6,2272919.01,2132278.98
2026-06-18T23:56:06.274Z,1709.22,260626,2000,637931,372237.9,1090328756.26,636170766.55
2026-06-18T23:56:06.274Z,1709.22,260703,1750,14751.8,21639.3,25206679.89,36986533.81
2026-06-18T23:56:06.274Z,1709.22,260710,1700,1447,5239,2471664.8,8949473.08
2026-06-18T23:56:06.274Z,1709.22,260731,1850,126255.6,82169.6,215774313.21,140411636.44
2026-06-18T23:56:06.274Z,1709.22,260828,1750,17939,13368,30660135.77,22848746.31
2026-06-18T23:56:06.274Z,1709.22,260925,2300,212022.4,97760.1,362353634.25,167067606.95
2026-06-18T23:56:06.274Z,1709.22,261225,2200,293723,105947,501839422.51,181080068.5
2026-06-18T23:56:06.274Z,1709.22,270326,2200,48023,24073,82090147,41138771.22
2026-06-18T23:57:19.322Z,1709.21,260619,1725,68988.9,71767.3,117931547.27,122679365.9
2026-06-18T23:57:19.322Z,1709.21,260620,1750,17002.9,11341.6,29064513.79,19381816.94
2026-06-18T23:57:19.322Z,1709.21,260621,1750,4130.7,6585,7060716.41,11255246.4
2026-06-18T23:57:19.322Z,1709.21,260622,1700,1329.7,1247.6,2273270.97,2132775.31
2026-06-18T23:57:19.322Z,1709.21,260626,2000,637931,372237.9,1090496328.72,636286990.18
2026-06-18T23:57:19.322Z,1709.21,260703,1750,14751.8,21639.3,25212952.69,36986649.86
2026-06-18T23:57:19.322Z,1709.21,260710,1700,1447,5239,2473448.05,8957913.75
2026-06-18T23:57:19.322Z,1709.21,260731,1850,126255.6,82169.6,215807685.68,140467370.98
2026-06-18T23:57:19.322Z,1709.21,260828,1750,17939,13368,30666226.73,22852096.81
2026-06-18T23:57:19.322Z,1709.21,260925,2300,212022.4,97760.1,362450848.01,167124820.32
2026-06-18T23:57:19.322Z,1709.21,261225,2200,293723,105947,501943641.24,181098867.48
2026-06-18T23:57:19.322Z,1709.21,270326,2200,48023,24073,82096719.79,41147621.42
2026-06-18T23:58:27.256Z,1709.17,260619,1725,68988.9,71767.3,117944817.05,122686813.94
2026-06-18T23:58:27.256Z,1709.17,260620,1750,17002.9,11341.6,29067325.05,19389099.25
2026-06-18T23:58:27.256Z,1709.17,260621,1750,4130.7,6585,7061974.02,11257073.46
2026-06-18T23:58:27.256Z,1709.17,260622,1700,1329.7,1247.6,2273374.79,2133003.23
2026-06-18T23:58:27.256Z,1709.17,260626,2000,637931,372237.9,1090588598.6,636392349.1
2026-06-18T23:58:27.256Z,1709.17,260703,1750,14751.8,21639.3,25219452.42,36994969.35
2026-06-18T23:58:27.256Z,1709.17,260710,1700,1447,5239,2473571.05,8958852.45
2026-06-18T23:58:27.256Z,1709.17,260731,1850,126255.6,82169.6,215864487.03,140478141.17
2026-06-18T23:58:27.256Z,1709.17,260828,1750,17939,13368,30671156.04,22854277.69
2026-06-18T23:58:27.256Z,1709.17,260925,2300,212022.4,97760.1,362482155.72,167151371.66
2026-06-18T23:58:27.256Z,1709.17,261225,2200,293723,105947,502127928.88,181123788.53
2026-06-18T23:58:27.256Z,1709.17,270326,2200,48023,24073,82100391.96,41149389.31
2026-06-18T23:59:30.007Z,1709.08,260619,1725,68988.9,71767.3,117950921.1,122692948.26
2026-06-18T23:59:30.007Z,1709.08,260620,1750,17002.9,11341.6,29069933.36,19392774.72
2026-06-18T23:59:30.007Z,1709.08,260621,1750,4130.7,6585,7062170.64,11257079.79
2026-06-18T23:59:30.007Z,1709.08,260622,1700,1329.7,1247.6,2273464.93,2133068
2026-06-18T23:59:30.007Z,1709.08,260626,2000,637931,372237.9,1090640672.17,636406797.82
2026-06-18T23:59:30.007Z,1709.08,260703,1750,14751.8,21639.3,25220611.11,36995442.1
2026-06-18T23:59:30.007Z,1709.08,260710,1700,1447,5239,2473571.05,8958852.45
2026-06-18T23:59:30.007Z,1709.08,260731,1850,126255.6,82169.6,215871400.13,140479866.72
2026-06-18T23:59:30.007Z,1709.08,260828,1750,17939,13368,30672221.72,22856856.48
2026-06-18T23:59:30.007Z,1709.08,260925,2300,212022.4,97760.1,362502235.36,167160721.14
2026-06-18T23:59:30.007Z,1709.08,261225,2200,293723,105947,502141862.66,181141790.8
2026-06-18T23:59:30.007Z,1709.08,270326,2200,48023,24073,82103073.75,41150301.87
2026-06-19T00:00:43.440Z,1709.03,260619,1725,68988.9,71767.3,117954050.3,122698574.32
2026-06-19T00:00:43.440Z,1709.03,260620,1750,17002.9,11341.6,29069539.81,19392819.12
2026-06-19T00:00:43.440Z,1709.03,260621,1750,4130.7,6585,7062414.6,11257013
2026-06-19T00:00:43.440Z,1709.03,260622,1700,1329.7,1247.6,2273564.09,2133067.23
2026-06-19T00:00:43.440Z,1709.03,260626,2000,637931,372237.9,1090653102.72,636412233.67
2026-06-19T00:00:43.440Z,1709.03,260703,1750,14751.8,21639.3,25220816.26,36995231.32
2026-06-19T00:00:43.440Z,1709.03,260710,1700,1447,5239,2473594.05,8958924.67
2026-06-19T00:00:43.440Z,1709.03,260731,1850,126255.6,82169.6,215873196.81,140480172.29
2026-06-19T00:00:43.440Z,1709.03,260828,1750,17939,13368,30672180.79,22856891.42
2026-06-19T00:00:43.440Z,1709.03,260925,2300,212022.4,97760.1,362505960.35,167163725.17
2026-06-19T00:00:43.440Z,1709.03,261225,2200,293723,105947,502184645.3,181141228.09
2026-06-19T00:00:43.440Z,1709.03,270326,2200,48023,24073,82103439.69,41153750.32
2026-06-19T00:01:56.616Z,1708.55,260619,1725,68988.9,71767.3,117953914.45,122699154.32
2026-06-19T00:01:56.616Z,1708.55,260620,1750,17002.9,11341.6,29069003.73,19391811.44
2026-06-19T00:01:56.616Z,1708.55,260621,1750,4130.7,6585,7062332.26,11256804.82
2026-06-19T00:01:56.616Z,1708.55,260622,1700,1329.7,1247.6,2273493.04,2133059.53
2026-06-19T00:01:56.616Z,1708.55,260626,2000,637931,372237.9,1090624040.99,636359768.59
2026-06-19T00:01:56.616Z,1708.55,260703,1750,14751.8,21639.3,25220623.99,36993799.95
2026-06-19T00:01:56.616Z,1708.55,260710,1700,1447,5239,2473466.03,8957693.33
2026-06-19T00:01:56.616Z,1708.55,260731,1850,126255.6,82169.6,215856497.35,140480630.12
2026-06-19T00:01:56.616Z,1708.55,260828,1750,17939,13368,30671749.49,22855482.03
2026-06-19T00:01:56.616Z,1708.55,260925,2300,212022.4,97760.1,362482194.32,167158396.49
2026-06-19T00:01:56.616Z,1708.55,261225,2200,293723,105947,502174071.16,181140783.13
2026-06-19T00:01:56.616Z,1708.55,270326,2200,48023,24073,82096707.53,41152897.91
2026-06-19T00:03:04.881Z,1707.40,260619,1725,68988.9,71767.3,117937797.54,122681386.83
2026-06-19T00:03:04.881Z,1707.40,260620,1750,17002.9,11341.6,29065331.61,19391366.7
2026-06-19T00:03:04.881Z,1707.40,260621,1750,4130.7,6585,7061435.35,11255016.4
2026-06-19T00:03:04.881Z,1707.40,260622,1700,1329.7,1247.6,2272363.2,2132261.51
2026-06-19T00:03:04.881Z,1707.40,260626,2000,637931,372237.9,1090403902.35,636227364.02
2026-06-19T00:03:04.881Z,1707.40,260703,1750,14751.8,21639.3,25217552.35,36992508.27
2026-06-19T00:03:04.881Z,1707.40,260710,1700,1447,5239,2473388.85,8957645.99
2026-06-19T00:03:04.881Z,1707.40,260731,1850,126255.6,82169.6,215843334.41,140460236.16
2026-06-19T00:03:04.881Z,1707.40,260828,1750,17939,13368,30665826.36,22849054
2026-06-19T00:03:04.881Z,1707.40,260925,2300,212022.4,97760.1,362406332.51,167132348.68
2026-06-19T00:03:04.881Z,1707.40,261225,2200,293723,105947,502106397.29,181089998.85
2026-06-19T00:03:04.881Z,1707.40,270326,2200,48023,24073,82071395.2,41150728.62
2026-06-19T00:04:17.868Z,1707.31,260619,1725,68988.9,71767.3,117912652.38,122661442.21
2026-06-19T00:04:17.868Z,1707.31,260620,1750,17002.9,11341.6,29062230.19,19388981.18
2026-06-19T00:04:17.868Z,1707.31,260621,1750,4130.7,6585,7059933.59,11255015.49
2026-06-19T00:04:17.868Z,1707.31,260622,1700,1329.7,1247.6,2272138.11,2132035.39
2026-06-19T00:04:17.868Z,1707.31,260626,2000,637931,372237.9,1090189486.05,636187510.92
2026-06-19T00:04:17.868Z,1707.31,260703,1750,14752.8,21639.3,25218918.28,36987930.87
2026-06-19T00:04:17.868Z,1707.31,260710,1700,1447,5239,2472985.85,8951944.01
2026-06-19T00:04:17.868Z,1707.31,260731,1850,126255.6,82169.6,215784779.71,140433842.78
2026-06-19T00:04:17.868Z,1707.31,260828,1750,17939,13368,30657128.82,22845882.96
2026-06-19T00:04:17.868Z,1707.31,260925,2300,212022.4,97760.1,362347205.44,167074438.93
2026-06-19T00:04:17.868Z,1707.31,261225,2200,293723,105947,502058840.74,181073368.46
2026-06-19T00:04:17.868Z,1707.31,270326,2200,48023,24073,82063102.22,41145309.18
2026-06-19T00:05:20.738Z,1708.12,260619,1725,68988.9,71767.3,117900406.43,122657059.97
2026-06-19T00:05:20.738Z,1708.12,260620,1750,17002.9,11341.6,29060142.79,19386978.45
2026-06-19T00:05:20.738Z,1708.12,260621,1750,4130.7,6585,7059103.83,11254195.77
2026-06-19T00:05:20.738Z,1708.12,260622,1700,1329.7,1247.6,2272137.86,2131968.61
2026-06-19T00:05:20.738Z,1708.12,260626,2000,637931,372237.9,1090112536.28,636131317.54
2026-06-19T00:05:20.738Z,1708.12,260703,1750,14752.8,21639.3,25216063.4,36985876.02
2026-06-19T00:05:20.738Z,1708.12,260710,1700,1449,5239,2475670.31,8951515.61
2026-06-19T00:05:20.738Z,1708.12,260731,1850,126255.6,82169.6,215757323.26,140415182.01
2026-06-19T00:05:20.738Z,1708.12,260828,1750,17939,13368,30656381.12,22845459.61
2026-06-19T00:05:20.738Z,1708.12,260925,2300,212017.4,97760.1,362311318.46,167069158.05
2026-06-19T00:05:20.738Z,1708.12,261225,2200,293723,105947,501964814.15,181060099.06
2026-06-19T00:05:20.738Z,1708.12,270326,2200,48023,24073,82062134.37,41143085.42
2026-06-19T00:06:28.739Z,1708.33,260619,1725,68968.9,71767.3,117857181,122648616.54
2026-06-19T00:06:28.739Z,1708.33,260620,1750,17002.9,11341.6,29055569.11,19381838.45
2026-06-19T00:06:28.739Z,1708.33,260621,1750,4130.7,6585,7058975.08,11253483.15
2026-06-19T00:06:28.739Z,1708.33,260622,1700,1330.7,1247.6,2273650.83,2131784.64
2026-06-19T00:06:28.739Z,1708.33,260626,2000,637931,372237.9,1090055524.76,636077676.78
2026-06-19T00:06:28.739Z,1708.33,260703,1750,14752.8,21416.3,25210430.63,36601627.97
2026-06-19T00:06:28.739Z,1708.33,260710,1700,1449,5240,2475670.31,8953203
2026-06-19T00:06:28.739Z,1708.33,260731,1850,126255.6,82169.6,215750584.95,140411222.93
2026-06-19T00:06:28.739Z,1708.33,260828,1750,17939,13368,30653901.24,22842569.42
2026-06-19T00:06:28.739Z,1708.33,260925,2300,212017.4,97760.1,362289134.29,167045978.52
2026-06-19T00:06:28.739Z,1708.33,261225,2200,293723,105947,501917862.73,181044635.98
2026-06-19T00:06:28.739Z,1708.33,270326,2200,48023,24073,82057654.44,41142470.17
2026-06-19T00:07:41.787Z,1708.07,260619,1725,68820.9,71746.3,117593799.46,122591937.21
2026-06-19T00:07:41.787Z,1708.07,260620,1750,17007.9,11341.6,29065331.94,19381936.59
