log_time,exchange,symbol,price,usd_value,side,event_time
2026-07-01T00:00:54.053Z,BINANCE,ETHUSDT,1572.75,712.45575,1,1782864044335
2026-07-01T00:03:15.332Z,BINANCE,ETHUSDT,1573.3,165.1965,2,1782864126072
2026-07-01T00:05:26.596Z,BINANCE,ETHUSDT,1574.44,207.82608,2,1782864303518
2026-07-01T00:05:26.596Z,BINANCE,ETHUSDT,1573.62,520.86822,2,1782864258147
2026-07-01T00:18:14.934Z,BINANCE,ETHUSDT,1572.22,333.31064,1,1782865040622
2026-07-01T00:18:14.934Z,BINANCE,ETHUSDC,1570.44,243.4182,1,1782865040622
2026-07-01T00:22:42.481Z,BINANCE,ETHUSDT,1567.89,2301.66252,1,1782865349582
2026-07-01T00:22:42.481Z,BINANCE,ETHUSDT,1567.96,125.4368,1,1782865327637
2026-07-01T00:22:42.481Z,BINANCE,ETHUSDT,1568.5,2970.739,1,1782865319219
2026-07-01T00:23:55.694Z,BINANCE,ETHUSDT,1567.7,1787.178,1,1782865401140
2026-07-01T00:26:07.093Z,BINANCE,ETHUSDT,1566.76,70034.172,1,1782865564279
2026-07-01T00:26:07.093Z,BINANCE,ETHUSDT,1567.08,419.97744,1,1782865542533
2026-07-01T00:27:15.097Z,BINANCE,ETHUSDT,1565.67,469.701,1,1782865621320
2026-07-01T00:27:15.097Z,BINANCE,ETHUSDT,1565.94,13523.45784,1,1782865614620
2026-07-01T00:27:15.097Z,BINANCE,ETHUSDT,1565.51,652.81767,1,1782865599595
2026-07-01T00:27:15.097Z,BINANCE,ETHUSDT,1565.65,313.13,1,1782865595627
2026-07-01T00:27:15.097Z,BINANCE,ETHUSDT,1565.79,4853.949,1,1782865588504
2026-07-01T00:27:15.097Z,BINANCE,ETHUSDT,1565.98,6926.32954,1,1782865583552
2026-07-01T00:27:15.097Z,BINANCE,ETHUSDT,1566.41,112.78152,1,1782865566462
2026-07-01T00:31:34.088Z,BINANCE,ETHUSDT,1571.58,1664.30322,2,1782865866540
2026-07-01T00:31:34.088Z,BINANCE,ETHUSDT,1571.25,21037.46625,2,1782865865370
2026-07-01T00:53:19.304Z,BINANCE,ETHUSDT,1575.92,16046.01744,2,1782867179274
2026-07-01T00:53:19.304Z,BINANCE,ETHUSDT,1575.72,15193.09224,2,1782867167144
2026-07-01T00:53:19.304Z,BINANCE,ETHUSDT,1576.17,264.79656,2,1782867165120
2026-07-01T01:05:55.465Z,BINANCE,ETHUSDT,1567.01,744.32975,1,1782867936458
2026-07-01T01:05:55.465Z,BINANCE,ETHUSDT,1567.61,4152.59889,1,1782867923364
2026-07-01T01:05:55.465Z,BINANCE,ETHUSDT,1568.19,23522.85,1,1782867918188
2026-07-01T01:05:55.465Z,BINANCE,ETHUSDT,1568.52,128.61864,1,1782867917120
2026-07-01T01:05:55.465Z,BINANCE,ETHUSDT,1569.61,970.01898,1,1782867897068
2026-07-01T01:08:41.104Z,BINANCE,ETHUSDT,1567.43,783.715,1,1782868117509
2026-07-01T01:08:41.104Z,BINANCE,ETHUSDT,1567.95,250.872,2,1782868104355
2026-07-01T01:08:41.104Z,BINANCE,ETHUSDC,1565.21,8769.87163,1,1782868025148
2026-07-01T01:08:41.104Z,BINANCE,ETHUSDT,1567,1559.165,2,1782868025148
2026-07-01T01:09:54.310Z,BINANCE,ETHUSDT,1566.53,322.70518,1,1782868138277
2026-07-01T01:09:54.310Z,BINANCE,ETHUSDT,1566.49,498.14382,1,1782868134572
2026-07-01T01:09:54.310Z,BINANCE,ETHUSDT,1566.07,79734.88798,1,1782868132368
2026-07-01T01:09:54.310Z,BINANCE,ETHUSDT,1566.81,235.0215,2,1782868127503
2026-07-01T01:11:02.695Z,BINANCE,ETHUSDT,1562.29,9350.30565,1,1782868259476
2026-07-01T01:11:02.695Z,BINANCE,ETHUSDT,1562.02,42685.32054,1,1782868258161
2026-07-01T01:11:02.695Z,BINANCE,ETHUSDC,1561.12,176.40656,1,1782868255714
2026-07-01T01:11:02.695Z,BINANCE,ETHUSDT,1562.74,9095.1468,1,1782868255543
2026-07-01T01:11:02.695Z,BINANCE,ETHUSDT,1562.74,14261.56524,1,1782868255097
2026-07-01T01:11:02.695Z,BINANCE,ETHUSDC,1560.87,1879.28748,1,1782868253257
2026-07-01T01:11:02.695Z,BINANCE,ETHUSDT,1562.63,61511.36732,1,1782868253184
2026-07-01T01:11:02.695Z,BINANCE,ETHUSDT,1563.77,320033.34935,1,1782868249657
2026-07-01T01:11:02.695Z,BINANCE,ETHUSDC,1561.55,8062.28265,1,1782868247466
2026-07-01T01:11:02.695Z,BINANCE,ETHUSDT,1563.39,42184.95237,1,1782868247333
2026-07-01T01:11:02.695Z,BINANCE,ETHUSDT_260925,1569.29,1085.94868,1,1782868246397
2026-07-01T01:11:02.695Z,BINANCE,ETHUSDT,1563.7,10853.6417,1,1782868246234
