qld_time,timestamp,symbol,side,price,size_usd,remaining_usd
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,838902.04,838902.04
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,833805.82,833805.82
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,827402.44,827402.44
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,821416.52,821416.52
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,815020.49,815020.49
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,807333.56,807333.56
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,779641.66,779641.66
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,778979.29,778979.29
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,761171.35,761171.35
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,760600.37,760600.37
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,745761.08,745761.08
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,734047.33,734047.33
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,730692.89,730692.89
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,722290.32,722290.32
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,716826.75,716826.75
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,708904,708904
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,703159.39,703159.39
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,696436.06,696436.06
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,685828.4,685828.4
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,675363.6,675363.6
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,674361.98,674361.98
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,661567.33,661567.33
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,659001.23,659001.23
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,656391.82,656391.82
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,656210.03,656210.03
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,655848,655848
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,655238.28,655238.28
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,654136.4,654136.4
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,650711.3,650711.3
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,647667.66,647667.66
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,639563.88,639563.88
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,637404.6,637404.6
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,633868,633868
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,630115.35,630115.35
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,614070.89,614070.89
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,613486.96,613486.96
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,610824.48,610824.48
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,610664.32,610664.32
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,609044.37,609044.37
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,607400.64,607400.64
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,605518.98,605518.98
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,605331.16,605331.16
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,604460,604460
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,599997,599997
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,596983.85,596983.85
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,592318.71,592318.71
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,588071.77,588071.77
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,586501.06,586501.06
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,586494.06,586494.06
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,584098.23,584098.23
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,580519.44,580519.44
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,578130,578130
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,577138.88,577138.88
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,568392,568392
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,567910.51,567910.51
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,565283.9,565283.9
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,564887,564887
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,564717.55,564717.55
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,558393,558393
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,556993.8,556993.8
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,554576.28,554576.28
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,550299.4,550299.4
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,549853.84,549853.84
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,549011.16,549011.16
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,548015.74,548015.74
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,544650.77,544650.77
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,543786.45,543786.45
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,542072.12,542072.12
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,541347.23,541347.23
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,537256.36,537256.36
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,532273.75,532273.75
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,530315.99,530315.99
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,526318.76,526318.76
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,523865.69,523865.69
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,523538.76,523538.76
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,521620.59,521620.59
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,517074.11,517074.11
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,511758.68,511758.68
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,508779.9,508779.9
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,508575.02,508575.02
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,506535.23,506535.23
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,502339.65,502339.65
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,502291.35,502291.35
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,sell,undefined,500533.01,500533.01
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,17869208.46,17869208.46
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,12016376.45,12016376.45
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,11960552.32,11960552.32
2026-07-10 17:04:48,2026-07-10T07:04:48.980Z,ETHUSDT,buy,undefined,11473177.01,11473177.01
