qld_time,timestamp,symbol,side,limit_price,current_usd_value,mark_price,dist_pct,order_state
2026-07-10 18:24:18,2026-07-10T08:24:18.185Z,BTCUSDT,sell,65397.7,16712709.22,64293.505,1.717,1
2026-07-10 18:24:18,2026-07-10T08:24:18.185Z,BTCUSDT,sell,79800,15560601,64293.505,24.118,1
2026-07-10 18:24:18,2026-07-10T08:24:18.185Z,BTCUSDT,sell,64688,14539921.76,64293.505,0.614,1
2026-07-10 18:24:18,2026-07-10T08:24:18.185Z,BTCUSDT,sell,64588,13558894.25,64293.505,0.458,1
2026-07-10 18:24:18,2026-07-10T08:24:18.185Z,BTCUSDT,sell,64488,13409634.72,64293.505,0.303,1
2026-07-10 18:24:18,2026-07-10T08:24:18.185Z,BTCUSDT,sell,64788,13142764.1,64293.505,0.769,1
2026-07-10 18:24:18,2026-07-10T08:24:18.185Z,BTCUSDT,sell,65555.5,13118638.88,64293.505,1.963,1
2026-07-10 18:24:18,2026-07-10T08:24:18.185Z,BTCUSDT,sell,64188,12840937.78,64293.505,-0.164,2
2026-07-10 18:24:18,2026-07-10T08:24:18.185Z,BTCUSDT,buy,64200,55673212.8,64293.505,-0.145,2
2026-07-10 18:24:18,2026-07-10T08:24:18.185Z,BTCUSDT,buy,52050,42450470.55,64293.505,-19.043,1
2026-07-10 18:24:18,2026-07-10T08:24:18.185Z,BTCUSDT,buy,48000,27898128,64293.505,-25.342,1
2026-07-10 18:24:18,2026-07-10T08:24:18.185Z,BTCUSDT,buy,49000,26205543,64293.505,-23.787,1
2026-07-10 18:24:18,2026-07-10T08:24:18.185Z,BTCUSDT,buy,63388,19194773.83,64293.505,-1.408,1
2026-07-10 18:24:18,2026-07-10T08:24:18.185Z,BTCUSDT,buy,63588,19150289.26,64293.505,-1.097,1
2026-07-10 18:24:18,2026-07-10T08:24:18.185Z,BTCUSDT,buy,63538,19092152.39,64293.505,-1.175,1
2026-07-10 18:24:18,2026-07-10T08:24:18.185Z,BTCUSDT,buy,63488,19074144.26,64293.505,-1.253,1
2026-07-10 18:24:18,2026-07-10T08:24:18.185Z,BTCUSDT,buy,63558,19067400,64293.505,-1.144,1
2026-07-10 18:24:18,2026-07-10T08:24:18.185Z,BTCUSDT,buy,50000,14342700,64293.505,-22.232,1
2026-07-10 18:26:17,2026-07-10T08:26:17.709Z,ETHUSDT,sell,1830,12300059.52,1782.73,2.652,1
2026-07-10 18:26:17,2026-07-10T08:26:17.709Z,ETHUSDT,sell,1850,9369080.8,1782.73,3.773,1
2026-07-10 18:26:17,2026-07-10T08:26:17.709Z,ETHUSDT,sell,1840,9191793.6,1782.73,3.212,1
2026-07-10 18:26:17,2026-07-10T08:26:17.709Z,ETHUSDT,sell,2560,7775342.08,1782.73,43.600,1
2026-07-10 18:26:17,2026-07-10T08:26:17.709Z,ETHUSDT,sell,1860,7077158.64,1782.73,4.334,1
2026-07-10 18:26:17,2026-07-10T08:26:17.709Z,ETHUSDT,sell,1900,6556495.3,1782.73,6.578,1
2026-07-10 18:26:17,2026-07-10T08:26:17.709Z,ETHUSDT,sell,1855,6484759.09,1782.73,4.054,1
2026-07-10 18:26:17,2026-07-10T08:26:17.709Z,ETHUSDT,sell,1845,6436612.76,1782.73,3.493,1
2026-07-10 18:26:17,2026-07-10T08:26:17.709Z,ETHUSDT,sell,1837,6280938.14,1782.73,3.044,1
2026-07-10 18:26:17,2026-07-10T08:26:17.709Z,ETHUSDT,sell,1885,5561888.54,1782.73,5.737,1
2026-07-10 18:26:17,2026-07-10T08:26:17.710Z,ETHUSDT,buy,1670,12071800.41,1782.73,-6.323,1
2026-07-10 18:26:17,2026-07-10T08:26:17.710Z,ETHUSDT,buy,1660,11916376.4,1782.73,-6.884,1
2026-07-10 18:26:17,2026-07-10T08:26:17.710Z,ETHUSDT,buy,1665,11470796.06,1782.73,-6.604,1
2026-07-10 18:26:17,2026-07-10T08:26:17.710Z,ETHUSDT,buy,1455,10173998.75,1782.73,-18.384,1
2026-07-10 18:26:17,2026-07-10T08:26:17.710Z,ETHUSDT,buy,1200,7621359.6,1782.73,-32.688,1
2026-07-10 18:26:17,2026-07-10T08:26:17.710Z,ETHUSDT,buy,1450,6493743.8,1782.73,-18.664,1
2026-07-10 18:26:17,2026-07-10T08:26:17.710Z,ETHUSDT,buy,1600,5994035.2,1782.73,-10.250,1
2026-07-10 18:26:17,2026-07-10T08:26:17.710Z,ETHUSDT,buy,1668,5660751.65,1782.73,-6.436,1
2026-07-10 18:26:17,2026-07-10T08:26:17.710Z,ETHUSDT,buy,1400,5642303.8,1782.73,-21.469,1
2026-07-10 18:26:17,2026-07-10T08:26:17.710Z,ETHUSDT,buy,1623,5075711.77,1782.73,-8.960,1
2026-07-10 18:26:18,2026-07-10T08:26:18.179Z,BTCUSDT,sell,64388,24011766.12,64229.485,0.247,1
2026-07-10 18:26:18,2026-07-10T08:26:18.179Z,BTCUSDT,sell,68000,17809948,64229.485,5.870,1
2026-07-10 18:26:18,2026-07-10T08:26:18.179Z,BTCUSDT,sell,65397.7,16712709.22,64229.485,1.819,1
2026-07-10 18:26:18,2026-07-10T08:26:18.179Z,BTCUSDT,sell,79800,15560601,64229.485,24.242,1
2026-07-10 18:26:18,2026-07-10T08:26:18.179Z,BTCUSDT,sell,64688,14551889.04,64229.485,0.714,1
2026-07-10 18:26:18,2026-07-10T08:26:18.179Z,BTCUSDT,sell,64588,13646927.7,64229.485,0.558,1
2026-07-10 18:26:18,2026-07-10T08:26:18.179Z,BTCUSDT,sell,64488,13377326.23,64229.485,0.402,1
2026-07-10 18:26:18,2026-07-10T08:26:18.179Z,BTCUSDT,sell,64788,13142764.1,64229.485,0.870,1
2026-07-10 18:26:18,2026-07-10T08:26:18.179Z,BTCUSDT,sell,65555.5,13118638.88,64229.485,2.064,1
2026-07-10 18:26:18,2026-07-10T08:26:18.179Z,BTCUSDT,sell,64188,12840937.78,64229.485,-0.065,2
2026-07-10 18:26:18,2026-07-10T08:26:18.179Z,BTCUSDT,buy,64200,55673212.8,64229.485,-0.046,2
2026-07-10 18:26:18,2026-07-10T08:26:18.179Z,BTCUSDT,buy,52050,42450470.55,64229.485,-18.962,1
2026-07-10 18:26:18,2026-07-10T08:26:18.179Z,BTCUSDT,buy,48000,27898128,64229.485,-25.268,1
2026-07-10 18:26:18,2026-07-10T08:26:18.179Z,BTCUSDT,buy,49000,26205543,64229.485,-23.711,1
2026-07-10 18:26:18,2026-07-10T08:26:18.179Z,BTCUSDT,buy,63388,19194773.83,64229.485,-1.310,1
2026-07-10 18:26:18,2026-07-10T08:26:18.179Z,BTCUSDT,buy,63588,19150289.26,64229.485,-0.999,1
2026-07-10 18:26:18,2026-07-10T08:26:18.179Z,BTCUSDT,buy,63538,19092152.39,64229.485,-1.077,1
2026-07-10 18:26:18,2026-07-10T08:26:18.179Z,BTCUSDT,buy,63488,19074144.26,64229.485,-1.154,1
2026-07-10 18:26:18,2026-07-10T08:26:18.179Z,BTCUSDT,buy,63558,19067400,64229.485,-1.045,1
2026-07-10 18:26:18,2026-07-10T08:26:18.179Z,BTCUSDT,buy,63288,19055194.06,64229.485,-1.466,1
2026-07-10 18:28:17,2026-07-10T08:28:17.712Z,ETHUSDT,sell,1830,12216902.49,1783.72,2.595,1
2026-07-10 18:28:17,2026-07-10T08:28:17.712Z,ETHUSDT,sell,1850,9377496.45,1783.72,3.716,1
2026-07-10 18:28:17,2026-07-10T08:28:17.712Z,ETHUSDT,sell,1840,9232122.72,1783.72,3.155,1
2026-07-10 18:28:17,2026-07-10T08:28:17.712Z,ETHUSDT,sell,2560,7775342.08,1783.72,43.520,1
2026-07-10 18:28:17,2026-07-10T08:28:17.712Z,ETHUSDT,sell,1860,7077158.64,1783.72,4.276,1
2026-07-10 18:28:17,2026-07-10T08:28:17.712Z,ETHUSDT,sell,1900,6556495.3,1783.72,6.519,1
2026-07-10 18:28:17,2026-07-10T08:28:17.712Z,ETHUSDT,sell,1855,6484759.09,1783.72,3.996,1
2026-07-10 18:28:17,2026-07-10T08:28:17.712Z,ETHUSDT,sell,1845,6436612.76,1783.72,3.436,1
2026-07-10 18:28:17,2026-07-10T08:28:17.712Z,ETHUSDT,sell,1837,6280938.14,1783.72,2.987,1
2026-07-10 18:28:17,2026-07-10T08:28:17.712Z,ETHUSDT,sell,1885,5561888.54,1783.72,5.678,1
2026-07-10 18:28:17,2026-07-10T08:28:17.712Z,ETHUSDT,buy,1670,12071800.41,1783.72,-6.375,1
2026-07-10 18:28:17,2026-07-10T08:28:17.712Z,ETHUSDT,buy,1660,11934953.46,1783.72,-6.936,1
2026-07-10 18:28:17,2026-07-10T08:28:17.712Z,ETHUSDT,buy,1665,11473794.72,1783.72,-6.656,1
2026-07-10 18:28:17,2026-07-10T08:28:17.712Z,ETHUSDT,buy,1455,10173998.75,1783.72,-18.429,1
2026-07-10 18:28:17,2026-07-10T08:28:17.712Z,ETHUSDT,buy,1200,7621359.6,1783.72,-32.725,1
2026-07-10 18:28:17,2026-07-10T08:28:17.712Z,ETHUSDT,buy,1450,6493743.8,1783.72,-18.709,1
2026-07-10 18:28:17,2026-07-10T08:28:17.712Z,ETHUSDT,buy,1600,5994014.4,1783.72,-10.300,1
2026-07-10 18:28:17,2026-07-10T08:28:17.712Z,ETHUSDT,buy,1668,5660751.65,1783.72,-6.488,1
2026-07-10 18:28:17,2026-07-10T08:28:17.712Z,ETHUSDT,buy,1400,5642303.8,1783.72,-21.512,1
2026-07-10 18:28:17,2026-07-10T08:28:17.712Z,ETHUSDT,buy,1623,5075711.77,1783.72,-9.010,1
2026-07-10 18:28:17,2026-07-10T08:28:17.969Z,BTCUSDT,sell,64388,23864060.05,64243.395,0.225,1
2026-07-10 18:28:17,2026-07-10T08:28:17.969Z,BTCUSDT,sell,68000,17945744,64243.395,5.847,1
2026-07-10 18:28:17,2026-07-10T08:28:17.969Z,BTCUSDT,sell,65397.7,16712709.22,64243.395,1.797,1
2026-07-10 18:28:17,2026-07-10T08:28:17.969Z,BTCUSDT,sell,79800,15560601,64243.395,24.215,1
2026-07-10 18:28:17,2026-07-10T08:28:17.969Z,BTCUSDT,sell,64688,14551889.04,64243.395,0.692,1
2026-07-10 18:28:17,2026-07-10T08:28:17.969Z,BTCUSDT,sell,64588,13713388.75,64243.395,0.536,1
2026-07-10 18:28:17,2026-07-10T08:28:17.969Z,BTCUSDT,sell,64488,13393383.74,64243.395,0.381,1
2026-07-10 18:28:17,2026-07-10T08:28:17.969Z,BTCUSDT,sell,64788,13216233.7,64243.395,0.848,1
2026-07-10 18:28:17,2026-07-10T08:28:17.969Z,BTCUSDT,sell,65555.5,13118638.88,64243.395,2.042,1
2026-07-10 18:28:17,2026-07-10T08:28:17.969Z,BTCUSDT,sell,64188,12840937.78,64243.395,-0.086,2
2026-07-10 18:28:17,2026-07-10T08:28:17.969Z,BTCUSDT,buy,64200,55673212.8,64243.395,-0.068,2
2026-07-10 18:28:17,2026-07-10T08:28:17.969Z,BTCUSDT,buy,52050,42450470.55,64243.395,-18.980,1
2026-07-10 18:28:17,2026-07-10T08:28:17.969Z,BTCUSDT,buy,48000,27898128,64243.395,-25.284,1
2026-07-10 18:28:17,2026-07-10T08:28:17.969Z,BTCUSDT,buy,49000,26205543,64243.395,-23.728,1
2026-07-10 18:28:17,2026-07-10T08:28:17.969Z,BTCUSDT,buy,63388,19194773.83,64243.395,-1.331,1
2026-07-10 18:28:17,2026-07-10T08:28:17.969Z,BTCUSDT,buy,63588,19150289.26,64243.395,-1.020,1
2026-07-10 18:28:17,2026-07-10T08:28:17.969Z,BTCUSDT,buy,63538,19092152.39,64243.395,-1.098,1
2026-07-10 18:28:17,2026-07-10T08:28:17.969Z,BTCUSDT,buy,63488,19074144.26,64243.395,-1.176,1
2026-07-10 18:28:17,2026-07-10T08:28:17.969Z,BTCUSDT,buy,63558,19067400,64243.395,-1.067,1
2026-07-10 18:28:17,2026-07-10T08:28:17.969Z,BTCUSDT,buy,63288,19055194.06,64243.395,-1.487,1
2026-07-10 18:30:18,2026-07-10T08:30:18.048Z,ETHUSDT,sell,1830,12196527.27,1784.63,2.542,1
2026-07-10 18:30:18,2026-07-10T08:30:18.048Z,ETHUSDT,sell,1850,9469010.4,1784.63,3.663,1
2026-07-10 18:30:18,2026-07-10T08:30:18.048Z,ETHUSDT,sell,1840,9064322.08,1784.63,3.103,1
2026-07-10 18:30:18,2026-07-10T08:30:18.048Z,ETHUSDT,sell,2560,7775342.08,1784.63,43.447,1
2026-07-10 18:30:18,2026-07-10T08:30:18.048Z,ETHUSDT,sell,1860,7077158.64,1784.63,4.223,1
2026-07-10 18:30:18,2026-07-10T08:30:18.048Z,ETHUSDT,sell,1900,6558406.7,1784.63,6.465,1
2026-07-10 18:30:18,2026-07-10T08:30:18.048Z,ETHUSDT,sell,1855,6487370.93,1784.63,3.943,1
2026-07-10 18:30:18,2026-07-10T08:30:18.048Z,ETHUSDT,sell,1845,6436612.76,1784.63,3.383,1
2026-07-10 18:30:18,2026-07-10T08:30:18.048Z,ETHUSDT,sell,1837,6280938.14,1784.63,2.935,1
2026-07-10 18:30:18,2026-07-10T08:30:18.048Z,ETHUSDT,sell,1885,5559963.96,1784.63,5.624,1
2026-07-10 18:30:18,2026-07-10T08:30:18.049Z,ETHUSDT,buy,1670,12069801.42,1784.63,-6.423,1
2026-07-10 18:30:18,2026-07-10T08:30:18.049Z,ETHUSDT,buy,1660,11934418.94,1784.63,-6.984,1
2026-07-10 18:30:18,2026-07-10T08:30:18.049Z,ETHUSDT,buy,1665,11473794.72,1784.63,-6.703,1
2026-07-10 18:30:18,2026-07-10T08:30:18.049Z,ETHUSDT,buy,1455,10173998.75,1784.63,-18.470,1
2026-07-10 18:30:18,2026-07-10T08:30:18.049Z,ETHUSDT,buy,1200,7621359.6,1784.63,-32.759,1
2026-07-10 18:30:18,2026-07-10T08:30:18.049Z,ETHUSDT,buy,1450,6493743.8,1784.63,-18.751,1
2026-07-10 18:30:18,2026-07-10T08:30:18.049Z,ETHUSDT,buy,1600,5994060.8,1784.63,-10.346,1
2026-07-10 18:30:18,2026-07-10T08:30:18.049Z,ETHUSDT,buy,1668,5660751.65,1784.63,-6.535,1
2026-07-10 18:30:18,2026-07-10T08:30:18.049Z,ETHUSDT,buy,1400,5642303.8,1784.63,-21.552,1
2026-07-10 18:30:18,2026-07-10T08:30:18.049Z,ETHUSDT,buy,1623,5075711.77,1784.63,-9.057,1
2026-07-10 18:30:18,2026-07-10T08:30:18.520Z,BTCUSDT,sell,64388,23689117.86,64285.075,0.160,1
2026-07-10 18:30:18,2026-07-10T08:30:18.520Z,BTCUSDT,sell,68000,17946016,64285.075,5.779,1
2026-07-10 18:30:18,2026-07-10T08:30:18.520Z,BTCUSDT,sell,65397.7,16712709.22,64285.075,1.731,1
2026-07-10 18:30:18,2026-07-10T08:30:18.520Z,BTCUSDT,sell,79800,15560601,64285.075,24.135,1
2026-07-10 18:30:18,2026-07-10T08:30:18.520Z,BTCUSDT,sell,64688,14551889.04,64285.075,0.627,1
2026-07-10 18:30:18,2026-07-10T08:30:18.520Z,BTCUSDT,sell,64588,13712678.28,64285.075,0.471,1
2026-07-10 18:30:18,2026-07-10T08:30:18.520Z,BTCUSDT,sell,64488,13393835.16,64285.075,0.316,1
2026-07-10 18:30:18,2026-07-10T08:30:18.520Z,BTCUSDT,sell,64788,13220185.76,64285.075,0.782,1
2026-07-10 18:30:18,2026-07-10T08:30:18.520Z,BTCUSDT,sell,65555.5,13118638.88,64285.075,1.976,1
2026-07-10 18:30:18,2026-07-10T08:30:18.520Z,BTCUSDT,sell,64188,12840937.78,64285.075,-0.151,2
2026-07-10 18:30:18,2026-07-10T08:30:18.520Z,BTCUSDT,buy,64200,55673212.8,64285.075,-0.132,2
2026-07-10 18:30:18,2026-07-10T08:30:18.520Z,BTCUSDT,buy,52050,42450470.55,64285.075,-19.033,1
2026-07-10 18:30:18,2026-07-10T08:30:18.520Z,BTCUSDT,buy,48000,27898032,64285.075,-25.333,1
2026-07-10 18:30:18,2026-07-10T08:30:18.520Z,BTCUSDT,buy,49000,26205543,64285.075,-23.777,1
2026-07-10 18:30:18,2026-07-10T08:30:18.520Z,BTCUSDT,buy,63388,19194773.83,64285.075,-1.395,1
2026-07-10 18:30:18,2026-07-10T08:30:18.520Z,BTCUSDT,buy,63588,19150289.26,64285.075,-1.084,1
2026-07-10 18:30:18,2026-07-10T08:30:18.520Z,BTCUSDT,buy,63538,19092152.39,64285.075,-1.162,1
2026-07-10 18:30:18,2026-07-10T08:30:18.520Z,BTCUSDT,buy,63488,19074144.26,64285.075,-1.240,1
2026-07-10 18:30:18,2026-07-10T08:30:18.520Z,BTCUSDT,buy,63558,19067400,64285.075,-1.131,1
2026-07-10 18:30:18,2026-07-10T08:30:18.520Z,BTCUSDT,buy,63288,19055194.06,64285.075,-1.551,1
2026-07-10 18:32:17,2026-07-10T08:32:17.708Z,ETHUSDT,sell,1830,12208859.64,1785.795,2.475,1
2026-07-10 18:32:17,2026-07-10T08:32:17.708Z,ETHUSDT,sell,1850,9499294.9,1785.795,3.595,1
2026-07-10 18:32:17,2026-07-10T08:32:17.708Z,ETHUSDT,sell,1840,9063276.96,1785.795,3.035,1
2026-07-10 18:32:17,2026-07-10T08:32:17.708Z,ETHUSDT,sell,2560,7775342.08,1785.795,43.354,1
2026-07-10 18:32:17,2026-07-10T08:32:17.708Z,ETHUSDT,sell,1860,7077074.94,1785.795,4.155,1
2026-07-10 18:32:17,2026-07-10T08:32:17.708Z,ETHUSDT,sell,1900,6558406.7,1785.795,6.395,1
2026-07-10 18:32:17,2026-07-10T08:32:17.708Z,ETHUSDT,sell,1855,6487370.93,1785.795,3.875,1
2026-07-10 18:32:17,2026-07-10T08:32:17.708Z,ETHUSDT,sell,1845,6419662.74,1785.795,3.315,1
2026-07-10 18:32:17,2026-07-10T08:32:17.708Z,ETHUSDT,sell,1837,6280938.14,1785.795,2.867,1
2026-07-10 18:32:17,2026-07-10T08:32:17.708Z,ETHUSDT,sell,1885,5559963.96,1785.795,5.555,1
2026-07-10 18:32:17,2026-07-10T08:32:17.708Z,ETHUSDT,buy,1670,12069801.42,1785.795,-6.484,1
2026-07-10 18:32:17,2026-07-10T08:32:17.708Z,ETHUSDT,buy,1660,11934418.94,1785.795,-7.044,1
2026-07-10 18:32:17,2026-07-10T08:32:17.708Z,ETHUSDT,buy,1665,11473794.72,1785.795,-6.764,1
2026-07-10 18:32:17,2026-07-10T08:32:17.708Z,ETHUSDT,buy,1455,10173998.75,1785.795,-18.524,1
2026-07-10 18:32:17,2026-07-10T08:32:17.708Z,ETHUSDT,buy,1200,7621359.6,1785.795,-32.803,1
2026-07-10 18:32:17,2026-07-10T08:32:17.708Z,ETHUSDT,buy,1450,6493743.8,1785.795,-18.804,1
2026-07-10 18:32:17,2026-07-10T08:32:17.708Z,ETHUSDT,buy,1600,5994060.8,1785.795,-10.404,1
2026-07-10 18:32:17,2026-07-10T08:32:17.708Z,ETHUSDT,buy,1668,5660002.72,1785.795,-6.596,1
2026-07-10 18:32:17,2026-07-10T08:32:17.708Z,ETHUSDT,buy,1400,5642303.8,1785.795,-21.604,1
2026-07-10 18:32:17,2026-07-10T08:32:17.708Z,ETHUSDT,buy,1623,5075711.77,1785.795,-9.116,1
2026-07-10 18:32:18,2026-07-10T08:32:18.166Z,BTCUSDT,sell,64388,23406390.15,64278.595,0.170,1
2026-07-10 18:32:18,2026-07-10T08:32:18.166Z,BTCUSDT,sell,68000,17946696,64278.595,5.789,1
2026-07-10 18:32:18,2026-07-10T08:32:18.166Z,BTCUSDT,sell,65397.7,16712709.22,64278.595,1.741,1
2026-07-10 18:32:18,2026-07-10T08:32:18.166Z,BTCUSDT,sell,79800,15560601,64278.595,24.147,1
2026-07-10 18:32:18,2026-07-10T08:32:18.166Z,BTCUSDT,sell,64688,14566443.84,64278.595,0.637,1
2026-07-10 18:32:18,2026-07-10T08:32:18.166Z,BTCUSDT,sell,64588,13728114.81,64278.595,0.481,1
2026-07-10 18:32:18,2026-07-10T08:32:18.166Z,BTCUSDT,sell,64488,13349531.9,64278.595,0.326,1
2026-07-10 18:32:18,2026-07-10T08:32:18.166Z,BTCUSDT,sell,64788,13222129.4,64278.595,0.792,1
2026-07-10 18:32:18,2026-07-10T08:32:18.166Z,BTCUSDT,sell,65555.5,13118638.88,64278.595,1.987,1
2026-07-10 18:32:18,2026-07-10T08:32:18.166Z,BTCUSDT,sell,64188,12840937.78,64278.595,-0.141,2
2026-07-10 18:32:18,2026-07-10T08:32:18.167Z,BTCUSDT,buy,64200,55673212.8,64278.595,-0.122,2
2026-07-10 18:32:18,2026-07-10T08:32:18.167Z,BTCUSDT,buy,52050,42450470.55,64278.595,-19.024,1
2026-07-10 18:32:18,2026-07-10T08:32:18.167Z,BTCUSDT,buy,48000,27898032,64278.595,-25.325,1
2026-07-10 18:32:18,2026-07-10T08:32:18.167Z,BTCUSDT,buy,49000,26205543,64278.595,-23.769,1
2026-07-10 18:32:18,2026-07-10T08:32:18.167Z,BTCUSDT,buy,63388,19194773.83,64278.595,-1.386,1
2026-07-10 18:32:18,2026-07-10T08:32:18.167Z,BTCUSDT,buy,63488,19174074.37,64278.595,-1.230,1
2026-07-10 18:32:18,2026-07-10T08:32:18.167Z,BTCUSDT,buy,63588,19150289.26,64278.595,-1.074,1
2026-07-10 18:32:18,2026-07-10T08:32:18.167Z,BTCUSDT,buy,63538,19092152.39,64278.595,-1.152,1
2026-07-10 18:32:18,2026-07-10T08:32:18.167Z,BTCUSDT,buy,63558,19067400,64278.595,-1.121,1
2026-07-10 18:32:18,2026-07-10T08:32:18.167Z,BTCUSDT,buy,63288,19055194.06,64278.595,-1.541,1
2026-07-10 18:34:17,2026-07-10T08:34:17.710Z,ETHUSDT,sell,1830,12211006.23,1784.405,2.555,1
2026-07-10 18:34:17,2026-07-10T08:34:17.710Z,ETHUSDT,sell,1850,9486738.95,1784.405,3.676,1
2026-07-10 18:34:17,2026-07-10T08:34:17.710Z,ETHUSDT,sell,1840,9063324.8,1784.405,3.116,1
2026-07-10 18:34:17,2026-07-10T08:34:17.710Z,ETHUSDT,sell,2560,7775342.08,1784.405,43.465,1
2026-07-10 18:34:17,2026-07-10T08:34:17.710Z,ETHUSDT,sell,1860,7077374.4,1784.405,4.236,1
2026-07-10 18:34:17,2026-07-10T08:34:17.710Z,ETHUSDT,sell,1900,6558406.7,1784.405,6.478,1
2026-07-10 18:34:17,2026-07-10T08:34:17.710Z,ETHUSDT,sell,1855,6487370.93,1784.405,3.956,1
2026-07-10 18:34:17,2026-07-10T08:34:17.710Z,ETHUSDT,sell,1845,6420123.99,1784.405,3.396,1
2026-07-10 18:34:17,2026-07-10T08:34:17.710Z,ETHUSDT,sell,1837,6280991.41,1784.405,2.947,1
2026-07-10 18:34:17,2026-07-10T08:34:17.710Z,ETHUSDT,sell,1885,5559963.96,1784.405,5.637,1
2026-07-10 18:34:17,2026-07-10T08:34:17.710Z,ETHUSDT,buy,1670,12069801.42,1784.405,-6.411,1
2026-07-10 18:34:17,2026-07-10T08:34:17.710Z,ETHUSDT,buy,1660,11934418.94,1784.405,-6.972,1
2026-07-10 18:34:17,2026-07-10T08:34:17.710Z,ETHUSDT,buy,1665,11473794.72,1784.405,-6.692,1
2026-07-10 18:34:17,2026-07-10T08:34:17.710Z,ETHUSDT,buy,1455,10173998.75,1784.405,-18.460,1
2026-07-10 18:34:17,2026-07-10T08:34:17.710Z,ETHUSDT,buy,1200,7621359.6,1784.405,-32.751,1
2026-07-10 18:34:17,2026-07-10T08:34:17.710Z,ETHUSDT,buy,1450,6493743.8,1784.405,-18.740,1
2026-07-10 18:34:17,2026-07-10T08:34:17.710Z,ETHUSDT,buy,1600,5994011.2,1784.405,-10.334,1
2026-07-10 18:34:17,2026-07-10T08:34:17.710Z,ETHUSDT,buy,1668,5660002.72,1784.405,-6.523,1
2026-07-10 18:34:17,2026-07-10T08:34:17.710Z,ETHUSDT,buy,1400,5642303.8,1784.405,-21.542,1
2026-07-10 18:34:17,2026-07-10T08:34:17.710Z,ETHUSDT,buy,1623,5075711.77,1784.405,-9.045,1
2026-07-10 18:34:17,2026-07-10T08:34:17.960Z,BTCUSDT,sell,64388,23113102.81,64246.735,0.220,1
2026-07-10 18:34:17,2026-07-10T08:34:17.960Z,BTCUSDT,sell,68000,18020544,64246.735,5.842,1
2026-07-10 18:34:17,2026-07-10T08:34:17.960Z,BTCUSDT,sell,65397.7,16712709.22,64246.735,1.791,1
2026-07-10 18:34:17,2026-07-10T08:34:17.960Z,BTCUSDT,sell,79800,15560601,64246.735,24.209,1
2026-07-10 18:34:17,2026-07-10T08:34:17.960Z,BTCUSDT,sell,64688,14534099.84,64246.735,0.687,1
2026-07-10 18:34:17,2026-07-10T08:34:17.960Z,BTCUSDT,sell,64588,13782304.14,64246.735,0.531,1
2026-07-10 18:34:17,2026-07-10T08:34:17.960Z,BTCUSDT,sell,64488,13349531.9,64246.735,0.376,1
2026-07-10 18:34:17,2026-07-10T08:34:17.960Z,BTCUSDT,sell,64788,13222129.4,64246.735,0.842,1
2026-07-10 18:34:17,2026-07-10T08:34:17.960Z,BTCUSDT,sell,65555.5,13118638.88,64246.735,2.037,1
2026-07-10 18:34:17,2026-07-10T08:34:17.960Z,BTCUSDT,sell,64188,12840937.78,64246.735,-0.091,2
2026-07-10 18:34:17,2026-07-10T08:34:17.960Z,BTCUSDT,buy,64200,55673212.8,64246.735,-0.073,2
2026-07-10 18:34:17,2026-07-10T08:34:17.960Z,BTCUSDT,buy,52050,42450470.55,64246.735,-18.984,1
2026-07-10 18:34:17,2026-07-10T08:34:17.960Z,BTCUSDT,buy,48000,27898032,64246.735,-25.288,1
2026-07-10 18:34:17,2026-07-10T08:34:17.960Z,BTCUSDT,buy,49000,26205543,64246.735,-23.732,1
2026-07-10 18:34:17,2026-07-10T08:34:17.960Z,BTCUSDT,buy,63388,19194773.83,64246.735,-1.337,1
2026-07-10 18:34:17,2026-07-10T08:34:17.960Z,BTCUSDT,buy,63488,19174074.37,64246.735,-1.181,1
2026-07-10 18:34:17,2026-07-10T08:34:17.960Z,BTCUSDT,buy,63588,19150289.26,64246.735,-1.025,1
2026-07-10 18:34:17,2026-07-10T08:34:17.960Z,BTCUSDT,buy,63538,19092152.39,64246.735,-1.103,1
2026-07-10 18:34:17,2026-07-10T08:34:17.960Z,BTCUSDT,buy,63558,19067400,64246.735,-1.072,1
2026-07-10 18:34:17,2026-07-10T08:34:17.960Z,BTCUSDT,buy,63288,19055194.06,64246.735,-1.492,1
2026-07-10 18:36:17,2026-07-10T08:36:17.720Z,ETHUSDT,sell,1830,12176964.57,1785.43,2.496,1
2026-07-10 18:36:17,2026-07-10T08:36:17.720Z,ETHUSDT,sell,1850,9492612.7,1785.43,3.616,1
2026-07-10 18:36:17,2026-07-10T08:36:17.720Z,ETHUSDT,sell,1840,9069689.36,1785.43,3.056,1
2026-07-10 18:36:17,2026-07-10T08:36:17.720Z,ETHUSDT,sell,2560,7775342.08,1785.43,43.383,1
2026-07-10 18:36:17,2026-07-10T08:36:17.720Z,ETHUSDT,sell,1860,7080413.64,1785.43,4.177,1
2026-07-10 18:36:17,2026-07-10T08:36:17.720Z,ETHUSDT,sell,1900,6556407.9,1785.43,6.417,1
2026-07-10 18:36:17,2026-07-10T08:36:17.720Z,ETHUSDT,sell,1855,6487370.93,1785.43,3.897,1
2026-07-10 18:36:17,2026-07-10T08:36:17.720Z,ETHUSDT,sell,1845,6419670.12,1785.43,3.336,1
2026-07-10 18:36:17,2026-07-10T08:36:17.720Z,ETHUSDT,sell,1837,6279705.51,1785.43,2.888,1
