qld_time,timestamp,eth_price,nq_price,yellow_count,funding_open,funding_high,funding_low,funding_close,oi_open,oi_high,oi_low,oi_close,cvd_agg_buy,cvd_agg_sell,cvd_delta
2026-06-29 20:15:06,2026-06-29T10:15:06.397Z,1581.09,29720.00,1,0.00278,0.00278,0.00278,0.00278,3681560774.5,3681560774.5,3681560774.5,3681560774.5,66385.49,207437.97,-20633113.17
2026-06-29 20:16:19,2026-06-29T10:16:19.644Z,1580.21,29720.00,1,0.00278,0.002831,0.00278,0.002831,3681329896.47,3682186755.3,3678450264.56,3678601425.07,3427016.32,8926080.49,-23052014.90
2026-06-29 20:17:27,2026-06-29T10:17:27.604Z,1580.21,29720.00,1,0.002831,0.002837,0.002831,0.002837,3678601425.07,3683445604.6,3678212943.56,3683445604.6,2982683.44,3254734.68,-14530863.36
2026-06-29 20:18:30,2026-06-29T10:18:30.903Z,1580.21,29720.00,2,0.002837,0.002837,0.002837,0.002837,3683445604.6,3684414997.47,3682320920.59,3683081449.34,1761037.01,1578713.54,-12160074.47
2026-06-29 20:19:40,2026-06-29T10:19:40.327Z,1580.36,29720.00,2,0.002837,0.002855,0.002837,0.002855,3683081449.34,3685077248.34,3682754354.75,3684840757,3458551.97,5036161.77,-11257206.35
2026-06-29 20:20:43,2026-06-29T10:20:43.269Z,1580.79,29720.00,1,0.002855,0.002951,0.002855,0.002951,3684840757,3686402070.18,3684835876.11,3686402070.18,1579652.94,2410215.92,-4712791.36
2026-06-29 20:21:51,2026-06-29T10:21:51.339Z,1580.79,29720.00,0,0.002951,0.002951,0.002951,0.002951,3686402070.18,3687389442.38,3684562881.6,3684562881.6,2187545.14,1461535.69,-787413.12
2026-06-29 20:22:54,2026-06-29T10:22:54.265Z,1580.15,29720.00,3,0.002951,0.003072,0.002951,0.003072,3684562881.6,3685693655.28,3684271357.81,3684480162.84,2376991.05,3028882.11,-1431110.26
2026-06-29 20:23:57,2026-06-29T10:23:57.199Z,1579.47,29720.00,3,0.003072,0.003151,0.003072,0.003151,3684480162.84,3684680801.77,3682301398.65,3683103948.28,3560618.27,3623633.67,-1599432.14
2026-06-29 20:25:05,2026-06-29T10:25:05.444Z,1579.47,29720.00,2,0.003128,0.003128,0.003128,0.003128,3681003033.53,3681003033.53,3681003033.53,3681003033.53,191813.96,268039.92,-2012006.31
2026-06-29 20:26:08,2026-06-29T10:26:08.207Z,1579.35,29720.00,1,0.003128,0.003128,0.003089,0.003089,3681165509.19,3681165509.19,3681165509.19,3681165509.19,101714.42,244461.10,-4907570.52
2026-06-29 20:27:16,2026-06-29T10:27:16.209Z,1579.35,29720.00,0,0.003089,0.00309,0.003089,0.00309,3682740706.93,3683540680.38,3681605602.78,3682456895.26,127175.24,152579.03,-3592333.59
2026-06-29 20:28:19,2026-06-29T10:28:19.089Z,1579.35,29720.00,0,0.00309,0.00309,0.00309,0.00309,3682456895.26,3683145596,3682456895.26,3683145596,210667.13,1229914.18,-5111976.03
2026-06-29 20:29:27,2026-06-29T10:29:27.001Z,1579.11,29720.00,0,0.00309,0.003101,0.00309,0.003101,3683145596,3683145596,3680881641.09,3682884467.48,176782.98,536886.87,-3230399.25
2026-06-29 20:30:30,2026-06-29T10:30:30.167Z,1579.08,29720.00,0,0.003101,0.003104,0.003101,0.003104,3682884467.48,3683511593.19,3682658085.57,3683511593.19,944282.39,1279293.42,-1125583.18
2026-06-29 20:31:43,2026-06-29T10:31:43.294Z,1578.29,29720.00,2,0.003104,0.003104,0.003104,0.003104,3683511593.19,3683511593.19,3679871568.73,3680137133.28,2648008.17,4200226.19,-3846348.62
2026-06-29 20:32:51,2026-06-29T10:32:51.306Z,1577.22,29720.00,2,0.003104,0.00313,0.003104,0.00313,3680137133.28,3683640276.34,3678944193.11,3679591247.55,2169671.99,2106364.84,-2493418.25
2026-06-29 20:33:54,2026-06-29T10:33:54.142Z,1577.22,29720.00,2,0.00313,0.00313,0.003127,0.003127,3679591247.55,3681955280.01,3679274553.68,3681690910.54,1338269.63,1662977.24,-2812105.80
2026-06-29 20:35:03,2026-06-29T10:35:03.605Z,1577.09,29720.00,2,0.003158,0.003158,0.003127,0.003158,3680153296.28,3680153296.28,3680153296.28,3680153296.28,342.75,33690.25,-2820129.58
2026-06-29 20:36:06,2026-06-29T10:36:06.713Z,1576.90,29720.00,2,0.003158,0.003178,0.003158,0.003178,3681640025.54,3681640025.54,3681640025.54,3681640025.54,179625.69,169461.88,-4939316.09
2026-06-29 20:37:19,2026-06-29T10:37:19.755Z,1576.71,29720.00,1,0.003178,0.003214,0.003178,0.003214,3677820197.65,3679216283.38,3677567381.08,3679216283.38,865443.33,1450177.56,-5920479.95
2026-06-29 20:38:27,2026-06-29T10:38:27.819Z,1577.27,29720.00,1,0.003214,0.003214,0.003214,0.003214,3679216283.38,3682276707.05,3677448760.49,3682276707.05,1879647.92,1322730.12,-5487576.51
2026-06-29 20:39:30,2026-06-29T10:39:30.652Z,1577.27,29720.00,1,0.003214,0.003234,0.003214,0.003234,3682276707.05,3682276707.05,3679880037.38,3680342904.16,458641.04,923664.77,-4068034.74
2026-06-29 20:40:38,2026-06-29T10:40:38.801Z,1577.27,29720.00,0,0.003234,0.003315,0.003234,0.003315,3680342904.16,3681005350.33,3680179975.59,3680816176.97,990064.38,862543.86,-805330.22
2026-06-29 20:41:41,2026-06-29T10:41:41.532Z,1577.14,29720.00,0,0.003315,0.003345,0.003315,0.003345,3680816176.97,3682306051.54,3680285639.35,3680682172.88,914671.94,966485.63,-167121.50
2026-06-29 20:42:44,2026-06-29T10:42:44.298Z,1577.14,29720.00,1,0.003345,0.003345,0.003345,0.003345,3680682172.88,3680931618.08,3679576846.18,3679576846.18,479307.20,521770.06,389756.68
2026-06-29 20:43:47,2026-06-29T10:43:47.223Z,1577.01,29720.00,0,0.003345,0.003402,0.003345,0.003402,3679576846.18,3679644539.87,3678855637.22,3679636715.05,522404.03,662985.38,-199704.60
2026-06-29 20:44:55,2026-06-29T10:44:55.112Z,1577.00,29720.00,0,0.003402,0.003402,0.003385,0.003385,3679636715.05,3679657861.24,3678571147.71,3678782917.87,867616.71,818727.56,9259.51
2026-06-29 20:46:03,2026-06-29T10:46:03.275Z,1577.00,29720.00,0,0.003385,0.003385,0.003383,0.003383,3679263727.42,3679263727.42,3679263727.42,3679263727.42,10660.13,5340.38,1244065.37
2026-06-29 20:47:06,2026-06-29T10:47:06.129Z,1577.00,29720.00,0,0.003383,0.003411,0.003383,0.003411,3680034215.7,3680034215.7,3680034215.7,3680034215.7,372397.25,149619.04,1834029.45
2026-06-29 20:48:19,2026-06-29T10:48:19.197Z,1576.17,29720.00,2,0.003411,0.003443,0.003411,0.003443,3679938612.8,3679998579.3,3675784784.56,3677020636.59,789211.34,133554.92,-2317190.03
2026-06-29 20:49:32,2026-06-29T10:49:32.259Z,1576.09,29720.00,2,0.003443,0.003443,0.003443,0.003443,3677020636.59,3677272963.21,3675524554.09,3676571363.19,421315.34,1016896.90,-3458731.23
2026-06-29 20:50:40,2026-06-29T10:50:40.414Z,1575.94,29720.00,2,0.003443,0.003443,0.003432,0.003432,3676571363.19,3676940630.73,3675845697.71,3675924220.28,1410986.40,2195631.82,-5535440.54
2026-06-29 20:51:53,2026-06-29T10:51:53.595Z,1575.59,29720.00,1,0.003432,0.003432,0.003421,0.003421,3675924220.28,3676231020.12,3675588205.52,3675913034.38,1780123.83,902657.66,-3436359.93
2026-06-29 20:53:06,2026-06-29T10:53:06.691Z,1575.72,29720.00,0,0.003421,0.003429,0.003421,0.003429,3677766523.87,3677766523.87,3677766523.87,3677766523.87,1733734.09,203185.59,4140997.77
2026-06-29 20:54:14,2026-06-29T10:54:14.736Z,1575.72,29720.00,0,0.003429,0.003459,0.003429,0.003459,3676204856.11,3678430911.56,3676204856.11,3677466378.63,449537.56,227317.69,7740750.76
2026-06-29 20:55:17,2026-06-29T10:55:17.523Z,1575.72,29720.00,0,0.003459,0.003459,0.003459,0.003459,3677466378.63,3678441110.69,3676763864.55,3677247780.45,100033.99,348798.23,6186703.77
2026-06-29 20:56:30,2026-06-29T10:56:30.713Z,1575.70,29720.00,0,0.003459,0.003459,0.00343,0.00343,3677247780.45,3678383329.31,3677145958.7,3677659063.33,1666376.12,1763604.27,5119818.05
2026-06-29 20:57:38,2026-06-29T10:57:38.642Z,1575.70,29720.00,0,0.00343,0.00343,0.003395,0.003395,3677659063.33,3678282107.35,3675941282.04,3675941282.04,769033.63,1833175.89,2847666.35
2026-06-29 20:58:41,2026-06-29T10:58:41.493Z,1575.73,29720.00,0,0.003395,0.003398,0.003395,0.003398,3675941282.04,3677487249.92,3675748604.36,3676114618,1474175.83,1371949.65,-1426088.00
2026-06-29 20:59:44,2026-06-29T10:59:44.429Z,1575.73,29720.00,0,0.003398,0.003398,0.003398,0.003398,3676114618,3676782136.2,3675123253.06,3676782136.2,584789.42,683307.22,-1677874.57
2026-06-29 21:00:52,2026-06-29T11:00:52.780Z,1576.02,29720.00,0,0.003398,0.003398,0.003387,0.003387,3676782136.2,3676812868.19,3675579152.64,3676334312.38,2260165.74,1643221.47,-1120876.25
2026-06-29 21:02:05,2026-06-29T11:02:05.757Z,1576.05,29720.00,0,0.00337,0.00337,0.00337,0.00337,3675975749.75,3675975749.75,3675975749.75,3675975749.75,22026.06,385796.26,-395618.09
2026-06-29 21:03:19,2026-06-29T11:03:19.039Z,1574.48,29720.00,3,0.00337,0.00337,0.003367,0.003367,3674990290.16,3674990290.16,3665201548.45,3665201548.45,3831670.06,722914.88,-5610704.00
2026-06-29 21:04:32,2026-06-29T11:04:32.244Z,1574.67,29720.00,2,0.003367,0.003367,0.003282,0.003282,3665201548.45,3666566579.11,3664017039.32,3664547552.83,890344.07,2703343.21,-7988570.18
2026-06-29 21:05:40,2026-06-29T11:05:40.351Z,1574.03,29720.00,1,0.003282,0.003282,0.003239,0.003239,3664547552.83,3666441612.06,3663898047.94,3665615849.9,1302972.47,2191878.62,-8956797.94
2026-06-29 21:06:43,2026-06-29T11:06:43.321Z,1573.35,29720.00,2,0.003239,0.003239,0.003239,0.003239,3665615849.9,3665760464.01,3662521523.2,3662949398.33,2909407.29,2657629.09,-7380450.73
2026-06-29 21:07:51,2026-06-29T11:07:51.358Z,1573.42,29720.00,0,0.003239,0.003256,0.003239,0.003256,3662949398.33,3663770052.8,3661679085.28,3662899393.55,1537845.02,1429098.24,1655120.10
2026-06-29 21:08:54,2026-06-29T11:08:54.532Z,1573.61,29720.00,0,0.003256,0.003256,0.003178,0.003178,3662899393.55,3663950925.48,3662893314.07,3662904823.33,2374119.06,602140.71,1338405.99
