qld_time,timestamp,spot,net_gex_usd_1pct,zero_gamma,call_wall,put_wall,n_strikes
2026-08-01 10:06:42,2026-08-01T00:06:42.538Z,1861.76,-12450,1861.79,2000,1800,581
2026-08-01 10:21:42,2026-08-01T00:21:42.467Z,1863.14,485700,1861.92,2000,1800,581
2026-08-01 10:36:42,2026-08-01T00:36:42.415Z,1864.36,944940,1861.99,2000,1800,581
2026-08-01 10:51:42,2026-08-01T00:51:42.417Z,1864.58,1296390,1861.28,2000,1800,581
2026-08-01 11:06:42,2026-08-01T01:06:42.458Z,1865.31,1648642,1861.12,2000,1800,582
2026-08-01 11:21:42,2026-08-01T01:21:42.497Z,1864.52,1375204,1861.01,2000,1800,582
2026-08-01 11:36:42,2026-08-01T01:36:42.467Z,1864.17,1284747,1860.89,2000,1800,582
2026-08-01 11:51:42,2026-08-01T01:51:42.454Z,1863.53,1106857,1860.65,2000,1840,583
2026-08-01 12:06:42,2026-08-01T02:06:42.463Z,1865.48,1926303,1860.50,2000,1750,583
2026-08-01 12:21:42,2026-08-01T02:21:42.455Z,1867.64,2819480,1860.32,2000,1750,583
2026-08-01 12:36:42,2026-08-01T02:36:42.463Z,1866.58,2419153,1860.22,2000,1750,583
2026-08-01 12:51:42,2026-08-01T02:51:42.418Z,1866.78,2552599,1860.05,2000,1750,583
2026-08-01 13:06:42,2026-08-01T03:06:42.456Z,1865.26,2022892,1859.91,2000,1750,583
2026-08-01 13:21:42,2026-08-01T03:21:42.461Z,1865.54,2216156,1859.69,2000,1750,583
2026-08-01 13:36:42,2026-08-01T03:36:42.545Z,1865.72,2315762,1859.56,2000,1750,583
2026-08-01 13:51:42,2026-08-01T03:51:42.433Z,1866.70,2712761,1859.47,2000,1750,583
2026-08-01 14:06:42,2026-08-01T04:06:42.458Z,1866.49,2641637,1859.36,2000,1750,583
2026-08-01 14:21:42,2026-08-01T04:21:42.548Z,1868.03,3259492,1859.28,2000,1750,583
2026-08-01 14:36:42,2026-08-01T04:36:42.468Z,1867.59,3085864,1859.21,2000,1750,583
2026-08-01 14:51:42,2026-08-01T04:51:42.461Z,1867.97,3280634,1859.09,2000,1750,583
2026-08-01 15:06:42,2026-08-01T05:06:42.462Z,1868.59,3591780,1858.85,2000,1750,583
2026-08-01 15:21:42,2026-08-01T05:21:42.460Z,1867.08,3017049,1858.27,2000,1750,583
2026-08-01 15:36:42,2026-08-01T05:36:42.426Z,1866.68,2775909,1858.58,2000,1750,583
2026-08-01 15:51:42,2026-08-01T05:51:42.454Z,1863.81,1727910,1858.41,2000,1750,583
2026-08-01 16:06:42,2026-08-01T06:06:42.456Z,1864.72,2116709,1858.01,2000,1750,583
2026-08-01 16:21:42,2026-08-01T06:21:42.552Z,1867.39,3179170,1857.57,2000,1750,583
2026-08-01 16:36:42,2026-08-01T06:36:42.465Z,1867.99,3359509,1857.07,2000,1750,583
2026-08-01 16:51:42,2026-08-01T06:51:42.555Z,1868.84,3678873,1856.21,2000,1750,583
2026-08-01 17:06:42,2026-08-01T07:06:42.462Z,1867.85,3341464,1854.88,2000,1750,585
2026-08-01 17:21:42,2026-08-01T07:21:42.462Z,1866.32,2878887,1852.30,2000,1750,585
2026-08-01 17:36:42,2026-08-01T07:36:42.560Z,1867.81,3546043,1850.84,2000,1750,587
2026-08-01 17:51:42,2026-08-01T07:51:42.477Z,1867.81,3725008,1859.57,2000,1750,589
2026-08-01 18:06:42,2026-08-01T08:06:42.459Z,1867.73,3715522,1833.60,2000,1750,562
2026-08-01 18:21:42,2026-08-01T08:21:42.459Z,1867.48,3638207,1834.36,2000,1750,562
2026-08-01 18:36:42,2026-08-01T08:36:42.469Z,1866.92,3548449,1835.03,2000,1750,565
2026-08-01 18:51:42,2026-08-01T08:51:42.472Z,1866.60,3499436,1835.40,2000,1750,566
2026-08-01 19:06:42,2026-08-01T09:06:42.443Z,1866.59,3407867,1837.64,2000,1750,567
2026-08-01 19:21:42,2026-08-01T09:21:42.466Z,1868.39,3648045,1837.70,2000,1750,567
2026-08-01 19:36:42,2026-08-01T09:36:42.466Z,1868.43,3681478,1837.74,2000,1750,567
2026-08-01 19:51:42,2026-08-01T09:51:42.468Z,1866.71,3451556,1837.66,2000,1750,568
2026-08-01 20:06:42,2026-08-01T10:06:42.462Z,1862.70,2986420,1836.79,2000,1750,569
2026-08-01 20:21:42,2026-08-01T10:21:42.470Z,1864.16,3238246,1836.56,2000,1750,569
2026-08-01 20:36:42,2026-08-01T10:36:42.463Z,1863.01,3090687,1836.30,2000,1750,569
2026-08-01 20:51:42,2026-08-01T10:51:42.440Z,1865.94,3471428,1836.53,2000,1750,569
2026-08-01 21:06:42,2026-08-01T11:06:42.454Z,1864.71,3282997,1836.80,2000,1750,569
2026-08-01 21:21:42,2026-08-01T11:21:42.462Z,1865.83,3426001,1837.06,2000,1750,569
2026-08-01 21:36:42,2026-08-01T11:36:42.476Z,1864.89,3291197,1837.15,2000,1750,569
2026-08-01 21:51:42,2026-08-01T11:51:42.564Z,1864.63,3256016,1837.18,2000,1750,569
2026-08-01 22:06:42,2026-08-01T12:06:42.460Z,1866.31,3477505,1837.34,2000,1750,569
2026-08-01 22:21:42,2026-08-01T12:21:42.471Z,1865.81,3395739,1837.51,2000,1750,570
2026-08-01 22:36:42,2026-08-01T12:36:42.486Z,1865.72,3431622,1836.91,2000,1750,570
2026-08-01 22:51:42,2026-08-01T12:51:42.475Z,1867.63,3706662,1837.02,2000,1750,571
2026-08-01 23:06:42,2026-08-01T13:06:42.470Z,1866.71,3562791,1837.23,2000,1750,571
2026-08-01 23:21:42,2026-08-01T13:21:42.481Z,1866.85,3586724,1837.28,2000,1750,571
2026-08-01 23:36:42,2026-08-01T13:36:42.477Z,1867.15,3634284,1837.28,2000,1750,571
2026-08-01 23:51:42,2026-08-01T13:51:42.477Z,1866.18,3507493,1837.22,2000,1750,571
2026-08-02 00:06:42,2026-08-01T14:06:42.488Z,1869.08,3920499,1837.27,2000,1750,571
2026-08-02 00:21:42,2026-08-01T14:21:42.481Z,1870.28,4089296,1837.39,2000,1750,572
2026-08-02 00:36:42,2026-08-01T14:36:42.470Z,1870.83,4126618,1837.95,2000,1750,572
2026-08-02 00:51:42,2026-08-01T14:51:42.478Z,1870.78,4138316,1837.70,2000,1750,572
2026-08-02 01:06:42,2026-08-01T15:06:42.485Z,1872.45,4377898,1837.80,2000,1750,572
2026-08-02 01:21:42,2026-08-01T15:21:42.484Z,1871.61,4250497,1837.70,2000,1750,572
2026-08-02 01:36:42,2026-08-01T15:36:42.494Z,1869.87,4025856,1837.32,2000,1750,572
2026-08-02 01:51:42,2026-08-01T15:51:42.477Z,1868.95,3912945,1837.16,2000,1750,572
2026-08-02 02:06:42,2026-08-01T16:06:42.482Z,1868.81,3923925,1836.91,2000,1750,573
2026-08-02 02:21:42,2026-08-01T16:21:42.483Z,1867.83,3778529,1837.38,2000,1750,573
2026-08-02 02:36:42,2026-08-01T16:36:42.483Z,1870.31,4162792,1837.26,2000,1750,575
2026-08-02 02:51:42,2026-08-01T16:51:42.479Z,1867.01,3666029,1837.21,2000,1750,575
2026-08-02 03:06:42,2026-08-01T17:06:42.484Z,1867.38,3744730,1837.06,2000,1750,576
2026-08-02 03:21:42,2026-08-01T17:21:42.486Z,1863.38,3167264,1836.91,2000,1750,576
2026-08-02 03:36:42,2026-08-01T17:36:42.495Z,1857.75,2470929,1836.11,2000,1750,576
2026-08-02 03:51:42,2026-08-01T17:51:42.481Z,1857.90,2498583,1836.30,2000,1750,576
2026-08-02 04:06:42,2026-08-01T18:06:42.481Z,1859.66,2730981,1836.44,2000,1750,576
2026-08-02 04:21:42,2026-08-01T18:21:42.452Z,1853.88,2009219,1836.02,2000,1750,577
2026-08-02 04:36:42,2026-08-01T18:36:42.478Z,1840.77,686492,1834.18,2000,1800,583
2026-08-02 04:51:42,2026-08-01T18:51:42.506Z,1824.85,-611633,1831.23,2000,1750,584
2026-08-02 05:06:42,2026-08-01T19:06:42.582Z,1836.31,460357,1831.71,2000,1750,587
2026-08-02 05:21:42,2026-08-01T19:21:42.488Z,1835.68,387659,1831.78,2000,1800,588
2026-08-02 05:36:42,2026-08-01T19:36:42.487Z,1835.86,379970,1832.27,2000,1800,588
2026-08-02 05:51:42,2026-08-01T19:51:42.484Z,1836.69,425123,1832.71,2000,1800,590
2026-08-02 06:06:42,2026-08-01T20:06:42.493Z,1836.23,368591,1832.75,2000,1800,590
