time,taker_buy_vol,taker_sell_vol,cum_vol_delta
1776132000000,18680111.3033,16711035.4869,20887296.5088
1776135600000,12938430.4771,12101552.4006,21724174.5853
1776139200000,10640422.8677,8222577.9294,24142019.5236
1776142800000,16745761.0982,20046435.9358,20841344.686
1776146400000,20617910.7188,12177806.5704,29281448.8344
1776150000000,29970185.7411,32913659.0223,26337975.5532
1776153600000,32226541.5473,27244477.2075,31320039.893
1776157200000,17704990.1199,14348943.7077,34676086.3052
1776160800000,15879423.9882,15184645.3217,35370864.9717
1776164400000,20683463.1161,14399546.9378,41654781.15
1776168000000,13182992.1959,15951457.1904,38886316.1555
1776171600000,44087755.8908,44364914.5039,38609157.5424
1776175200000,76279432.142,77389434.4593,37499155.2251
1776178800000,52223842.7449,44613879.758,45109118.212
1776182400000,17345144.2383,31383175.0402,31071087.4101
1776186000000,13557986.9472,19567866.9975,25061207.3598
1776189600000,17930611.1048,34810111.2187,8181707.2459
1776193200000,17345052.6069,18750397.279,6776362.5738
1776196800000,6433999.4756,8705639.3033,4504722.7461
1776200400000,7955053.0246,6507141.566,5952634.2047
1776204000000,9151388.2907,13437570.1086,1666452.3868
1776207600000,5390713.5498,6135788.5204,921377.4162
1776211200000,12583683.9543,12919677.7985,585383.572
1776214800000,7980130.441,9437053.0901,-871539.0771
1776218400000,5854327.6188,10080992.9241,-5098204.3824
1776222000000,4367856.5757,4172387.5478,-4902735.3545
1776225600000,6112804.5163,5359130.8931,-4149061.7313
1776229200000,7741476.1875,12180602.9083,-8588188.4521
1776232800000,6810342.6525,7259622.6244,-9037468.424
1776236400000,13800161.1563,13840716.7721,-9078024.0398
1776240000000,22174375.3803,16414522.3979,-3318171.0574
1776243600000,4347220.475,6846551.7759,-5817502.3583
1776247200000,8397234.0383,9988444.7489,-7408713.0689
1776250800000,11860981.4151,12426245.317,-7973976.9708
1776254400000,12313907.1207,8134612.6919,-3794682.542
1776258000000,12858581.6692,14656184.5182,-5592285.391
1776261600000,19766147.2445,18965293.2667,-4791431.4132
1776265200000,18328179.3078,24119684.0852,-10582936.1906
1776268800000,14229283.287,12979642.4602,-9333295.3638
1776272400000,18932867.681,20550700.12,-10951127.8028
1776276000000,10400765.9562,14855474.9267,-15405836.7733
1776279600000,22851887.7082,26639622.6813,-19193571.7464
1776283200000,10846431.7015,16060852.5136,-24407992.5585
1776286800000,11959729.8772,10701933.8796,-23150196.5609
1776290400000,20572698.2245,21997503.9307,-24575002.2671
1776294000000,10891278.2938,21271480.8509,-34955204.8242
1776297600000,5452257.2607,6544264.8417,-36047212.4052
1776301200000,5473674.8937,8115512.8551,-38689050.3666
1776304800000,9398087.4258,10961177.9345,-40252140.8753
1776308400000,5577375.1345,5937880.9004,-40612646.6412
1776312000000,6276930.5532,8992381.6787,-43328097.7667
1776315600000,9919194.2027,8084138.0458,-41493041.6098
1776319200000,7408434.5014,6918900.5046,-41003507.613
1776322800000,12849745.3481,17256446.0004,-45410208.2653
1776326400000,9699383.5425,11592320.3315,-47303145.0543
1776330000000,11665623.4022,13820173.879,-49457695.5311
1776333600000,15115521.844,13915516.3149,-48257690.002
1776337200000,8555263.5218,6130163.6592,-45832590.1394
1776340800000,10693943.431,10338353.5146,-45477000.223
1776344400000,48716982.6062,50899282.6391,-47659300.2559
1776348000000,40105947.1502,51729638.0978,-59282991.2035
1776351600000,41182654.8252,29473737.5051,-47574073.8834
1776355200000,24155874.5853,27978297.3787,-51396496.6768
1776358800000,13214186.7405,13064913.6197,-51247223.556
1776362400000,19357561.5347,26667614.4724,-58557276.4937
1776366000000,22143616.8377,22731466.0929,-59145125.7489
1776369600000,16374174.9949,25772258.3466,-68543209.1006
1776373200000,6660358.658,11053147.7936,-72935998.2362
1776376800000,7666556.0973,9687988.8851,-74957431.024
1776380400000,6330858.0344,6222943.6619,-74849516.6515
1776384000000,5482559.1489,6470928.229,-75837885.7316
1776387600000,9940243.9396,11230006.7716,-77127648.5636
1776391200000,3922328.8187,5313953.3049,-78519273.0498
1776394800000,3424450.295,5599512.2573,-80694335.0121
1776398400000,3373425.6494,5760316.2653,-83081225.628
1776402000000,11996653.4409,13330158.7349,-84414730.922
1776405600000,9321922.7383,11064975.2242,-86157783.4079
1776409200000,9677572.8421,8734207.6215,-85214418.1873
1776412800000,17238009.3357,17803297.6323,-85779706.4839
1776416400000,30005806.9999,24196061.7839,-79969961.2679
1776420000000,18987739.0885,23308088.3105,-84290310.4899
1776423600000,8321984.8085,15087280.4938,-91055606.1752
1776427200000,31404629.8532,29071927.4299,-88722903.7519
1776430800000,145062630.6243,115637905.4759,-59298178.6035
1776434400000,71644570.5317,72118411.0134,-59772019.0852
1776438000000,28679117.0915,40373680.8685,-71466582.8622
1776441600000,31317951.2689,32245762.0706,-72394393.6639
1776445200000,20333168.6257,31938562.2921,-83999787.3303
1776448800000,19184211.1932,24697201.1108,-89512777.2479
1776452400000,15227956.98,12263084.3237,-86547904.5916
1776456000000,7349038.7265,10683298.5291,-89882164.3942
1776459600000,10006860.877,14872152.018,-94747455.5352
1776463200000,75978308.1726,26191184.7387,-44960332.1013
1776466800000,19904817.8505,16689477.4075,-41744991.6583
1776470400000,10440709.5728,12388488.6516,-43692770.7371
1776474000000,6155802.912,9138381.4452,-46675349.2703
1776477600000,6740439.4223,5868286.1751,-45803196.0231
1776481200000,7006569.7691,12526293.6193,-51322919.8733
1776484800000,5676901.6,6097486.883,-51743505.1563
1776488400000,2797543.7005,3433559.5108,-52379520.9666
1776492000000,4197715.7101,2899863.6862,-51081668.9427
1776495600000,2968425.5052,7894917.7324,-56008161.1699
1776499200000,25879234.0704,35697062.1558,-65825989.2553
1776502800000,11331224.8099,11409835.3383,-65904599.7837
1776506400000,21057597.071,21779498.3633,-66626501.076
1776510000000,16453708.8281,17499928.894,-67672721.1419
1776513600000,10146299.8836,8998270.697,-66524691.9553
1776517200000,13502439.8083,9504139.3597,-62526391.5067
1776520800000,17891009.3143,43696687.897,-88332070.0894
1776524400000,11318387.2399,20195010.8238,-97208693.6733
1776528000000,13040127.9842,15984891.6538,-100153457.3429
1776531600000,9731370.8225,15610771.3373,-106032857.8577
1776535200000,14281534.9223,11770318.659,-103521641.5944
1776538800000,6896697.2968,5037985.1499,-101662929.4475
1776542400000,5571033.6722,3229032.9663,-99320928.7416
1776546000000,4890103.5775,4882679.8047,-99313504.9688
1776549600000,3631356.4908,2832766.4606,-98514914.9386
1776553200000,2555234.7094,3481740.9629,-99441421.1921
1776556800000,2978087.2349,5100174.7999,-101563508.7571
1776560400000,8058164.0445,4346460.5295,-97851805.2421
1776564000000,7554963.029,11809982.2702,-102106824.4833
1776567600000,3320848.7877,4391149.0747,-103177124.7703
1776571200000,10305496.849,11983683.0975,-104855311.0188
1776574800000,4755554.2044,6519461.1083,-106619217.9227
1776578400000,18429778.4968,15843050.898,-104032490.3239
1776582000000,22815357.2661,35616012.072,-116833145.1298
1776585600000,7029475.2723,7531842.4042,-117335512.2617
1776589200000,5175148.456,6320467.4816,-118480831.2873
1776592800000,5201515.2035,3594735.0515,-116874051.1353
1776596400000,8977598.9998,10143614.5658,-118040066.7013
1776600000000,12971972.4685,11851233.1211,-116919327.3539
1776603600000,15772905.091,14248739.7314,-115395161.9943
1776607200000,8512629.3741,7262639.2492,-114145171.8694
1776610800000,7946068.2154,9389720.0477,-115588823.7017
1776614400000,11684515.6199,12464448.1914,-116368756.2732
1776618000000,19531730.8268,24563280.5743,-121400306.0207
1776621600000,18151521.2653,20103990.4475,-123352775.2029
1776625200000,9446763.5144,7969344.6466,-121875356.3351
1776628800000,15284916.0476,28901999.383,-135492439.6705
1776632400000,9429937.8865,7251730.4825,-133314232.2665
1776636000000,30962496.2618,33622044.747,-135973780.7517
1776639600000,12337562.5503,13643702.3093,-137279920.5107
1776643200000,16807567.0861,11959997.5632,-132432350.9878
1776646800000,8933015.4312,8352004.697,-131851340.2536
1776650400000,6897487.0605,6459992.5239,-131413845.717
1776654000000,5595340.7065,3454805.7018,-129273310.7123
1776657600000,4924206.8757,7235855.3838,-131584959.2204
1776661200000,11020810.2236,8084673.6504,-128648822.6472
1776664800000,8723662.0857,7295122.2141,-127220282.7756
1776668400000,45653764.5928,43501548.9625,-125068067.1453
1776672000000,17106641.3744,15632432.0297,-123593857.8006
1776675600000,11699756.8823,7941037.6993,-119835138.6176
1776679200000,8857068.0307,8385348.1217,-119363418.7086
1776682800000,8666151.5771,8387758.9769,-119085026.1084
1776686400000,14290158.6822,13484733.7327,-118279601.1589
1776690000000,19769914.7849,19657402.7052,-118167089.0792
1776693600000,26998130.5464,49101866.899,-140270825.4318
1776697200000,28158597.2519,25469269.9863,-137581498.1662
1776700800000,10122193.7438,12022511.9452,-139481816.3676
1776704400000,15133186.8899,13899678.4964,-138248307.9741
1776708000000,28904406.577,25926963.4821,-135270864.8792
1776711600000,7610943.3961,10492074.8762,-138151996.3593
1776715200000,11016692.5154,9799492.3639,-136934796.2078
1776718800000,15223694.6858,18543471.0658,-140254572.5878
1776722400000,5646423.8992,6244582.2839,-140852730.9725
1776726000000,5912217.7769,9047540.087,-143988053.2826
1776729600000,6683491.887,6386449.1777,-143691010.5733
1776733200000,6342205.1001,5877207.1898,-143226012.663
1776736800000,4896386.1895,7874861.7747,-146204488.2482
1776740400000,7277128.5119,7354168.422,-146281528.1583
1776744000000,4799757.5567,4055803.6498,-145537574.2514
1776747600000,3942362.5465,4724771.9601,-146319983.665
1776751200000,6647791.6479,6594359.8578,-146266551.8749
1776754800000,15488222.772,6904499.902,-137682829.0049
1776758400000,10613855.678,10130811.8118,-137199785.1387
1776762000000,5356332.5001,6471352.1024,-138314804.741
1776765600000,8098023.2894,8979667.681,-139196449.1326
1776769200000,8564422.2076,13048435.0316,-143680461.9566
1776772800000,16754142.7649,20951501.93,-147877821.1217
1776776400000,11910055.4278,9376708.4368,-145344474.1307
1776780000000,14085614.6871,18260506.3061,-149519365.7497
1776783600000,13286413.7723,15650044.9279,-151882996.9053
1776787200000,12056768.7902,16368143.1285,-156194371.2436
1776790800000,17811625.708,25156950.8739,-163539696.4095
1776794400000,8620726.067,9809468.6058,-164728438.9483
1776798000000,26240805.2043,27665030.7965,-166152664.5405
1776801600000,23354323.3678,21950677.7865,-164749018.9592
1776805200000,4638822.2936,5128253.3343,-165238449.9999
1776808800000,5584662.9636,6535555.7383,-166189342.7746
1776812400000,8232562.9723,7645215.4356,-165601995.2379
1776816000000,6400465.9181,6574901.3358,-165776430.6556
1776819600000,8288172.7116,7051686.0974,-164539944.0414
1776823200000,46227152.6347,37126787.5949,-155439579.0016
1776826800000,24038964.2117,21317394.4285,-152718009.2184
1776830400000,8963892.9971,10942416.9333,-154696533.1546
1776834000000,64025362.2013,69421799.584,-160092970.5373
1776837600000,12075060.7231,16660109.5082,-164678019.3224
1776841200000,12570620.3742,18953186.8829,-171060585.8311
1776844800000,18026175.616,14903053.2631,-167937463.4782
1776848400000,9662280.0451,8246570.307,-166521753.7401
1776852000000,7600164.527,10669445.0673,-169591034.2804
1776855600000,16554890.2555,13302067.8147,-166338211.8396
1776859200000,19081528.9383,15414332.4842,-162671015.3855
1776862800000,38212556.418,30090843.25,-154549302.2175
1776866400000,35287764.2201,29074867.3493,-148336405.3467
1776870000000,37458627.4987,32910319.7481,-143788097.5961
1776873600000,17338057.1932,30419665.7239,-156869706.1268
1776877200000,15807708.3902,12592615.0225,-153654612.7591
1776880800000,8734553.8791,8068153.1696,-152988212.0496
1776884400000,15126568.7817,12514396.0589,-150376039.3268
1776888000000,10379767.6444,10605366.2174,-150601637.8998
1776891600000,7478047.0587,9377719.1252,-152501309.9663
1776895200000,7844092.9462,6306017.2573,-150963234.2774
1776898800000,10814448.4351,16445291.5959,-156594077.4382
1776902400000,50115534.0268,36242047.3744,-142720590.7858
1776906000000,10724109.0772,8138996.6721,-140135478.3807
1776909600000,16212050.7096,22777287.0268,-146700714.6979
1776913200000,17827743.766,17693235.3549,-146566206.2868
1776916800000,8898643.5619,7217525.4933,-144885088.2182
1776920400000,8139123.0979,13920676.3321,-150666641.4524
1776924000000,11494430.4654,16469569.6421,-155641780.6291
1776927600000,10076554.5271,16220434.4883,-161785660.5903
1776931200000,23028089.2047,18014862.2098,-156772433.5954
1776934800000,26273255.9664,37429126.1312,-167928303.7602
1776938400000,20110638.7211,25348654.0734,-173166319.1125
1776942000000,14450694.6921,16963865.7644,-175679490.1848
1776945600000,13477703.912,14062445.9023,-176264232.1751
1776949200000,14958087.4678,13935567.4691,-175241712.1764
1776952800000,18253145.9236,13631008.7158,-170619574.9686
1776956400000,16892149.0975,17754203.6378,-171481629.5089
1776960000000,10727638.7664,7993108.2327,-168747098.9752
1776963600000,46007705.7144,57924019.7692,-180663413.03
1776967200000,16431797.3897,16529247.5618,-180760863.2021
1776970800000,8980536.779,17857345.7273,-189637672.1504
1776974400000,11128468.3158,13640377.3352,-192149581.1698
1776978000000,5235719.3736,8726893.0134,-195640754.8096
1776981600000,10162822.5556,9607842.1845,-195085774.4385
1776985200000,6175760.6214,7725295.0178,-196635308.8349
1776988800000,6091332.1516,6912662.2857,-197456638.969
1776992400000,5826069.7517,8217439.5337,-199848008.751
1776996000000,5465843.9517,8557334.4775,-202939499.2768
1776999600000,9341350.0155,12269178.8413,-205867328.1026
1777003200000,8754631.2448,7111650.3512,-204224347.209
1777006800000,8367466.4661,11310252.8931,-207167133.636
1777010400000,4446985.2531,7231428.6616,-209951577.0445
1777014000000,13400887.3586,5552837.7695,-202103527.4554
1777017600000,13101165.6229,13902603.1007,-202904964.9332
1777021200000,7655684.8483,7983880.7429,-203233160.8278
1777024800000,5170451.6292,5897581.6019,-203960290.8005
1777028400000,15551579.3219,13892210.1296,-202300921.6082
1777032000000,9106257.5054,13823014.3439,-207017678.4467
1777035600000,8938785.9622,11991664.1234,-210070556.6079
1777039200000,15584871.3693,16047787.6489,-210533472.8875
1777042800000,15108593.6586,17894513.8501,-213319393.079
1777046400000,6067780.1218,8504929.7293,-215756542.6865
1777050000000,8041737.8173,9471575.6658,-217186380.535
1777053600000,5538584.2852,6501249.7525,-218149046.0023
1777057200000,6175639.1552,6861851.526,-218835258.3731
1777060800000,7925752.4564,6847487.4706,-217756993.3873
1777064400000,8046838.5022,8278566.6293,-217988721.5144
1777068000000,8749962.7773,5204910.4069,-214443669.144
1777071600000,1865741.7255,1494160.1351,-214072087.5536
1777075200000,1894568.7695,1752733.9474,-213930252.7315
1777078800000,3224501.725,1912115.6093,-212617866.6158
1777082400000,2213838.356,2609665.6173,-213013693.8771
1777086000000,1998306.8827,2093670.406,-213109057.4004
1777089600000,1471379.4068,1878629.7318,-213516307.7254
1777093200000,1559947.7365,1851051.3328,-213807411.3217
1777096800000,1925999.6654,1759777.9939,-213641189.6502
1777100400000,2136400.2704,2073473.2503,-213578262.6301
1777104000000,1998467.8534,1806902.9827,-213386697.7594
1777107600000,4256438.3641,6569669.971,-215699929.3663
1777111200000,2534653.8434,2294607.8393,-215459883.3622
1777114800000,2506100.4957,4631471.069,-217585253.9355
1777118400000,5019066.5711,3032451.5138,-215598638.8782
1777122000000,2643675.8992,2783174.4255,-215738137.4045
1777125600000,3646225.7163,3587610.119,-215679521.8072
1777129200000,6517908.2371,8962367.8744,-218123981.4445
1777132800000,12996805.8859,11021092.3475,-216148267.9061
1777136400000,4286378.3099,5792542.9078,-217654432.504
1777140000000,3496336.2349,3021062.8854,-217179159.1545
1777143600000,2118376.7581,2695100.266,-217755882.6624
1777147200000,1550095.5436,1596520.9088,-217802308.0276
1777150800000,3086427.204,2545777.0912,-217261657.9148
1777154400000,2364255.7658,2027388.8729,-216924791.0219
1777158000000,2280975.5469,1647597.6376,-216291413.1126
1777161600000,2887305.881,2531392.2589,-215935499.4905
1777165200000,1948170.8298,4141125.1976,-218128453.8583
1777168800000,1239495.6973,2611782.7795,-219500740.9405
1777172400000,1816787.5899,5997494.6666,-223681448.0172
1777176000000,3172491.9757,2889951.0778,-223398907.1193
1777179600000,19176888.2288,17440315.1823,-221662334.0728
1777183200000,5125183.0182,4970529.9679,-221507681.0225
1777186800000,2419467.3465,2968892.5801,-222057106.2561
1777190400000,6268140.5794,4664436.2139,-220453401.8906
1777194000000,2921417.2557,2863250.2362,-220395234.8711
1777197600000,2976180.2962,3787959.7762,-221207014.3511
1777201200000,2070301.6812,2710132.5015,-221846845.1714
1777204800000,4368347.8343,5998498.6284,-223476995.9655
1777208400000,5375630.3645,3346240.9202,-221447606.5212
1777212000000,15918477.3039,14523980.1182,-220053109.3355
1777215600000,3771775.836,4070705.3265,-220352038.826
1777219200000,3705083.9903,5483964.5344,-222130919.3701
1777222800000,3599305.2042,3710579.4271,-222242193.593
1777226400000,22420185.3304,15757935.3118,-215579943.5744
1777230000000,13913042.689,14154149.3601,-215821050.2455
1777233600000,5924174.9671,6466814.173,-216363689.4514
1777237200000,13178009.629,14932076.0078,-218117755.8302
1777240800000,19858411.6567,20396510.3462,-218655854.5197
1777244400000,16525052.2277,16041164.9609,-218171967.2529
1777248000000,18497900.6548,13848937.3829,-213523003.981
1777251600000,28638870.2196,20913353.2577,-205797487.0191
1777255200000,9591225.0456,6287606.9114,-202493868.8849
1777258800000,10820191.4576,7602146.7869,-199275824.2142
1777262400000,8569617.6181,12294455.5476,-203000662.1437
1777266000000,40230059.4967,53585325.0572,-216355927.7042
1777269600000,16611140.0708,15105850.9327,-214850638.5661
1777273200000,11764461.144,9594486.7029,-212680664.125
1777276800000,12887984.8561,15218056.846,-215010736.1149
1777280400000,10157087.6796,11971074.8068,-216824723.2421
1777284000000,4505931.3322,4697631.3248,-217016423.2347
1777287600000,4302966.0715,4897447.2672,-217610904.4304
1777291200000,5354485.3445,9876944.8125,-222133363.8984
1777294800000,17665423.2147,22447340.1476,-226915280.8313
1777298400000,16849893.9678,17910850.1652,-227976237.0287
1777302000000,49458405.7203,57863150.7599,-236380982.0683
1777305600000,12001839.3202,15587838.5721,-239966981.3202
1777309200000,18439415.315,24090889.023,-245618455.0282
1777312800000,9494321.8712,7633605.8496,-243757739.0066
1777316400000,8234168.0612,10293388.4601,-245816959.4055
1777320000000,5666074.1955,8020900.7663,-248171785.9763
1777323600000,2594565.7163,4424960.3393,-250002180.5993
1777327200000,4962596.4273,4692110.6325,-249731694.8045
1777330800000,6992062.49,4504448.8059,-247244081.1204
1777334400000,6223033.4837,6141308.5579,-247162356.1946
1777338000000,3556644.2186,6083762.3447,-249689474.3207
1777341600000,7158736.7071,10954227.1999,-253484964.8135
1777345200000,4136142.0761,4348289.4923,-253697112.2297
1777348800000,6114765.2718,7302428.3086,-254884775.2665
1777352400000,11787519.5717,12265811.028,-255363066.7228
1777356000000,10933042.5818,13544857.0517,-257974881.1927
1777359600000,10803843.9496,11810478.6073,-258981515.8504
1777363200000,6857590.3823,7014843.0539,-259138768.522
1777366800000,8905443.9215,8569423.0078,-258802747.6083
1777370400000,6733426.9631,8292891.5485,-260362212.1937
1777374000000,15710961.4595,12574054.8291,-257225305.5633
1777377600000,7843483.8627,6304310.2123,-255686131.9129
1777381200000,21332239.3501,23774184.1861,-258128076.7489
1777384800000,14702832.1547,17908830.1506,-261334074.7448
1777388400000,13418903.5291,7756224.9068,-255671396.1225
1777392000000,12490940.7626,8402616.497,-251583071.8569
1777395600000,11094000.6603,7424282.9925,-247913354.1891
1777399200000,9357751.2331,7264794.3435,-245820397.2995
1777402800000,10733460.2598,9796949.4078,-244883886.4475
1777406400000,4263506.1483,3909722.2167,-244530102.5159
1777410000000,6232976.6116,5830095.2313,-244127221.1356
1777413600000,2505151.3488,3075066.7602,-244697136.547
1777417200000,3051959.3144,2796486.7335,-244441663.9661
1777420800000,5866185.3131,3413636.5395,-241989115.1925
1777424400000,12014945.847,11428133.4949,-241402302.8404
1777428000000,6000463.6173,10392677.9534,-245794517.1765
1777431600000,25048158.9242,17550012.9185,-238296371.1708
1777435200000,30151523.9402,31116492.1996,-239261339.4302
1777438800000,15320960.666,14629566.2194,-238569944.9836
1777442400000,12592621.4965,9484928.0032,-235462251.4903
1777446000000,5939754.7935,9125980.934,-238648477.6308
1777449600000,4217199.3284,5396955.0249,-239828233.3273
1777453200000,17444999.2354,12488869.7505,-234872103.8424
1777456800000,10805636.2297,11314205.5954,-235380673.2081
1777460400000,8744554.2089,10552041.4367,-237188160.4359
1777464000000,21476626.5514,16717347.3286,-232428881.2131
1777467600000,21211622.0846,21093310.8406,-232310569.9691
1777471200000,18431032.8499,14908416.0888,-228787953.208
1777474800000,34446733.4683,37917695.8761,-232258915.6158
1777478400000,22308645.9752,22433440.7694,-232383710.41
1777482000000,16295857.1802,9298456.928,-225386310.1578
1777485600000,58374951.4319,68104382.515,-235115741.2409
1777489200000,20002960.8492,19166440.9786,-234279221.3703
1777492800000,12937702.8518,15261940.8442,-236603459.3627
1777496400000,15570702.3074,19148053.8068,-240180810.8621
1777500000000,6504070.6587,5815384.8503,-239492125.0537
1777503600000,7162113.4465,5117083.9344,-237447095.5416
1777507200000,14053127.5981,8088527.9155,-231482495.859
1777510800000,7519832.5832,11317148.2104,-235279811.4862
1777514400000,12859978.7801,15664639.4332,-238084472.1393
1777518000000,6712364.3272,5252337.1816,-236624444.9937
1777521600000,7972935.8886,9430973.6483,-238082482.7534
1777525200000,6519412.7093,12133425.8068,-243696495.8509
1777528800000,5764786.0392,7860990.1432,-245792699.9549
1777532400000,14583088.6676,10747906.3222,-241957517.6095
1777536000000,14097381.7904,8504642.1724,-236364777.9915
1777539600000,7353537.7309,6559934.479,-235571174.7396
1777543200000,6367764.154,5578795.9277,-234782206.5133
1777546800000,10041959.1249,11007043.4126,-235747290.801
1777550400000,7037366.4473,6904995.9679,-235614920.3216
1777554000000,13715147.2717,10615919.2266,-232515692.2765
1777557600000,15012709.1188,17732010.1713,-235234993.329
1777561200000,7260311.8779,7415034.5655,-235389716.0166
1777564800000,3712220.3358,5062528.2794,-236740023.9602
1777568400000,6147109.089,4883786.9548,-235476701.826
1777572000000,4882217.4992,4405123.4175,-234999607.7443
1777575600000,5997112.617,4802389.2925,-233804884.4198
1777579200000,4077994.8297,3363676.5336,-233090566.1237
1777582800000,3675593.0365,4326267.8297,-233741240.9169
1777586400000,1922367.0773,3493516.9505,-235312390.7901
1777590000000,2452436.1048,2667521.2936,-235527475.9789
1777593600000,5313348.36,3314364.0274,-233528491.6463
1777597200000,5641912.9217,3907822.6459,-231794401.3705
1777600800000,3362611.6217,3643566.9604,-232075356.7092
1777604400000,19032598.1439,17077507.2626,-230120265.8279
1777608000000,4021942.0097,7656031.5958,-233754355.414
1777611600000,3256919.5378,4708895.8259,-235206331.7021
1777615200000,6984164.796,11545804.3341,-239767971.2402
1777618800000,6013330.8402,8046990.8494,-241801631.2494
1777622400000,7632646.6973,5818958.2727,-239987942.8248
1777626000000,3257845.3897,4976009.9225,-241706107.3576
1777629600000,4020927.7547,4826584.4856,-242511764.0885
1777633200000,5216598.2451,6957439.8558,-244252605.6992
1777636800000,26317344.6879,24256031.8841,-242191292.8954
1777640400000,24823656.3167,22112663.3543,-239480299.933
1777644000000,20279043.0365,26353337.6332,-245554594.5297
1777647600000,13308293.7695,15294820.5713,-247541121.3315
1777651200000,13273303.1598,20165634.7985,-254433452.9702
1777654800000,6688603.7216,5286992.7442,-253031841.9928
1777658400000,4189518.6644,4540705.2596,-253383028.588
1777662000000,3075190.8072,3659219.7359,-253967057.5167
1777665600000,6774081.5847,13856653.5336,-261049629.4656
1777669200000,6176445.9909,9027788.1795,-263900971.6542
1777672800000,4312909.8509,3438571.5591,-263026633.3624
1777676400000,2607173.8637,2698405.0643,-263117864.563
1777680000000,3106842.3465,2787376.3325,-262798398.549
1777683600000,3354566.1505,2304555.6361,-261748388.0346
1777687200000,4473131.6725,2784251.7483,-260059508.1104
1777690800000,3859957.6216,2520371.5806,-258719922.0694
1777694400000,1696842.6905,3264360.5667,-260287439.9456
1777698000000,2120498.5829,4770770.2392,-262937711.6019
1777701600000,2692757.4121,3134484.2934,-263379438.4832
1777705200000,1944359.0655,3634638.464,-265069717.8817
1777708800000,2006027.5772,2481892.47,-265545582.7745
1777712400000,1937583.7513,3009861.9771,-266617861.0003
1777716000000,2216530.3093,2693025.7158,-267094356.4068
1777719600000,1777105.6373,3225524.3194,-268542775.0889
1777723200000,2665794.9184,2631672.5095,-268508652.68
1777726800000,6161710.3431,4233826.6805,-266580769.0174
1777730400000,2993665.1714,3280623.2904,-266867727.1364
1777734000000,2754866.8278,2206569.5154,-266319429.824
1777737600000,5301537.4125,3479012.7422,-264496905.1537
1777741200000,1326480.001,2214375.1173,-265384800.27
1777744800000,5188436.5439,4001432.7463,-264197796.4724
1777748400000,2223069.9112,1651661.573,-263626388.1342
1777752000000,1796240.6629,1634995.6911,-263465143.1624
1777755600000,26022194.9462,13916628.5418,-251359576.758
1777759200000,10926357.2571,9499588.2393,-249932807.7402
1777762800000,7103422.9834,6903017.2344,-249732401.9912
1777766400000,4933733.3128,8584865.6295,-253383534.3079
1777770000000,4060698.5285,6506831.7877,-255829667.5671
1777773600000,4498771.2943,6239998.4634,-257570894.7362
1777777200000,3690714.4841,6391100.4111,-260271280.6632
1777780800000,3118569.1985,3829446.0015,-260982157.4662
1777784400000,2140984.7372,2422857.3249,-261264030.0539
1777788000000,2773554.6573,2799322.933,-261289798.3296
1777791600000,5102577.8796,3676633.6789,-259863854.1289
1777795200000,2008595.1277,2311326.5118,-260166585.513
1777798800000,8235201.2331,5624602.4184,-257555986.6983
1777802400000,2584554.5569,2906352.7001,-257877784.8415
1777806000000,10227683.877,6768159.7947,-254418260.7592
1777809600000,11541726.5796,9600501.6564,-252477035.836
1777813200000,4635223.7446,3774113.402,-251615925.4934
1777816800000,4335594.3371,4971609.8097,-252251940.966
1777820400000,4670492.9272,6433232.1563,-254014680.1951
1777824000000,7299423.9192,6165106.1743,-252880362.4502
1777827600000,6478985.6682,6597818.1651,-252999194.9471
1777831200000,2206519.3402,3070248.6809,-253862924.2878
1777834800000,8170818.1843,4761905.3309,-250454011.4344
1777838400000,16697893.841,17052674.3802,-250808791.9736
1777842000000,8248362.0954,10712136.121,-253272565.9992
1777845600000,30543016.8964,28869916.5559,-251599465.6587
1777849200000,15100311.9021,17995231.7116,-254494385.4682
1777852800000,12715523.0592,15873324.7283,-257652187.1373
1777856400000,20463198.1509,20826094.0378,-258015083.0242
1777860000000,61413577.6549,62286074.9859,-258887580.3552
1777863600000,40592410.4918,35903247.8095,-254198417.6729
1777867200000,27328549.368,24282307.4168,-251152175.7217
1777870800000,16540146.6806,24929045.9389,-259541074.98
1777874400000,18772881.2558,28861409.4837,-269629603.2079
1777878000000,12509359.1818,11872505.9459,-268992749.972
1777881600000,11321065.609,11952995.7843,-269624680.1473
1777885200000,10954277.0984,9403225.9711,-268073629.02
1777888800000,64860253.2208,69091969.7249,-272305345.5241
1777892400000,10153159.3408,12856546.238,-275008732.4213
1777896000000,8527814.1202,9557172.6343,-276038090.9354
1777899600000,22981264.6997,18473068.3276,-271529894.5633
1777903200000,46223383.9343,39962824.5338,-265269335.1628
1777906800000,43912586.3616,53078805.1661,-274435553.9673
1777910400000,28009664.4559,26554643.7816,-272980533.293
1777914000000,21382403.2674,23243102.4434,-274841232.469
1777917600000,12437692.2589,16894546.1809,-279298086.391
1777921200000,9424786.3049,9105076.4636,-278978376.5497
1777924800000,6286375.7919,5725311.6477,-278417312.4055
1777928400000,4845307.0133,4226786.6937,-277798792.0859
1777932000000,4952348.2194,7255727.1144,-280102170.9809
1777935600000,3367823.5852,5799086.0914,-282533433.4871
1777939200000,5638302.7028,5693288.0865,-282588418.8708
1777942800000,5885653.0404,5236046.7908,-281938812.6212
1777946400000,13144779.9663,11610692.2247,-280404724.8796
