time,agg_taker_buy_vol,agg_taker_sell_vol,cum_vol_delta
1776412800000,34171925.264,28710586.6194,-15100661.8512
1776416400000,50778223.8776,42112012.7384,-6434450.712
1776420000000,32989861.2617,40711286.0633,-14155875.5136
1776423600000,17889396.9571,22666190.2369,-18932668.7934
1776427200000,59566402.273,48005649.2942,-7371915.8146
1776430800000,249037284.1426,203677834.6867,37987533.6413
1776434400000,124880255.7292,120392320.3486,42475469.0219
1776438000000,56775715.9079,68964262.0406,30286922.8892
1776441600000,62645151.4697,59541444.3593,33390629.9996
1776445200000,49127634.9022,60906846.5984,21611418.3034
1776448800000,45062727.8163,45363324.2211,21310821.8986
1776452400000,31888699.9754,23126998.2076,30072523.6664
1776456000000,14892745.0948,18245145.0377,26720123.7235
1776459600000,15199405.7958,20845043.2435,21074486.2758
1776463200000,94175095.1329,42798464.0413,72451117.3674
1776466800000,29300275.3717,27229868.6776,74521524.0615
1776470400000,20102170.9665,21121373.2139,73502321.8141
1776474000000,10730185.739,12947781.9078,71284725.6453
1776477600000,9909943.1352,10284473.7208,70910195.0597
1776481200000,16008277.7892,26116605.4187,60801867.4302
1776484800000,12379606.0867,13716904.0932,59464569.4237
1776488400000,7507797.6475,6758856.1927,60213510.8785
1776492000000,9287308.6939,8595623.9607,60905195.6117
1776495600000,8777905.2304,15219905.9297,54463194.9124
1776499200000,50070208.4171,72897194.2644,31636209.0651
1776502800000,20803555.612,24889937.1943,27549827.4828
1776506400000,38591686.7674,46278428.5956,19863085.6546
1776510000000,31634382.0172,40707454.2044,10790013.4674
1776513600000,19859308.5012,20609950.1041,10039371.8645
1776517200000,22546086.8702,21166832.8276,11418625.9071
1776520800000,32268295.5304,52141052.1853,-8454130.7478
1776524400000,20929026.7241,28349462.8312,-15874566.8549
1776528000000,29132000.1405,29295518.7416,-16038085.456
1776531600000,16434408.6034,22343856.0149,-21947532.8675
1776535200000,33463667.025,31591635.926,-20075501.7685
1776538800000,15669601.4234,10124336.9966,-14530237.3417
1776542400000,11656721.1373,7395980.3568,-10269496.5612
1776546000000,10550142.5952,8549076.3706,-8268430.3366
1776549600000,10549829.4525,7008886.9089,-4727487.793
1776553200000,6439503.5993,7928905.3644,-6216889.5581
1776556800000,6788281.2114,8889390.5105,-8317998.8572
1776560400000,15863450.0318,8537256.611,-991805.4364
1776564000000,16004726.3143,21826709.3964,-6813788.5185
1776567600000,7263092.728,9718230.9806,-9268926.7711
1776571200000,25073984.714,32675327.7073,-16870269.7644
1776574800000,10211534.4262,11177553.8291,-17836289.1673
1776578400000,30716635.1672,28928254.9891,-16047908.9892
1776582000000,58038545.7938,72795254.0959,-30804617.2913
1776585600000,15157557.6455,16576925.5282,-32223985.174
1776589200000,15375843.8652,27140312.6291,-43988453.9379
1776592800000,15326368.9523,16311486.6045,-44973571.5901
1776596400000,18455900.1839,17583392.4122,-44101063.8184
1776600000000,28333963.7361,22500991.297,-38268091.3793
1776603600000,37518087.979,33621573.3211,-34371576.7214
1776607200000,24914620.3102,19294160.2601,-28751116.6713
1776610800000,26506961.4237,26230790.3334,-28474945.581
1776614400000,30742982.2607,36338463.3787,-34070426.699
1776618000000,41350018.8102,50422138.0662,-43142545.955
1776621600000,38466653.6647,43315496.7985,-47991389.0888
1776625200000,23914099.7177,20409555.1068,-44486844.4779
1776628800000,38722220.2213,57069831.659,-62834455.9156
1776632400000,23724539.2756,22009394.1767,-61119310.8167
1776636000000,64814777.6252,70105746.0051,-66410279.1966
1776639600000,26322106.1645,28589893.5649,-68678066.597
1776643200000,35160936.4935,28699321.9314,-62216452.0349
1776646800000,24888547.7101,22717540.3502,-60045444.675
1776650400000,17110631.5783,15677120.6597,-58611933.7564
1776654000000,14196902.5225,10096712.729,-54511743.9629
1776657600000,11251806.4361,13741099.9654,-57001037.4922
1776661200000,17989787.8756,16165692.278,-55176941.8946
1776664800000,18680911.5884,14641148.63,-51137178.9362
1776668400000,78982316.7945,77162386.1071,-49317248.2488
1776672000000,32710295.0116,29796285.56,-46403238.7972
1776675600000,23829039.0165,16635083.0741,-39209282.8548
1776679200000,20038281.8108,18868891.2151,-38039892.2591
1776682800000,17191746.1001,16036726.2255,-36884872.3845
1776686400000,27077708.393,26840042.3995,-36647206.391
1776690000000,43444879.2064,45355700.6517,-38558027.8363
1776693600000,56020812.6677,83403541.1138,-65940756.2824
1776697200000,54478640.3274,53468884.7549,-64931000.7099
1776700800000,19301038.8081,21984653.1094,-67614615.0112
1776704400000,33039973.4791,28883156.1778,-63457797.7099
1776708000000,62716341.4135,52881408.2575,-53622864.5539
1776711600000,18158731.925,23825940.2911,-59290072.92
1776715200000,28198736.7106,26369750.0687,-57461086.2781
1776718800000,36311582.972,40641522.6984,-61791026.0045
1776722400000,13945497.6769,13200827.093,-61046355.4206
1776726000000,21881142.0246,21511195.641,-60676409.037
1776729600000,17784709.0089,12740418.7015,-55632118.7296
1776733200000,14696525.674,13071106.6078,-54006699.6634
1776736800000,11801066.4533,15478905.5915,-57684538.8016
1776740400000,16264677.3551,17716039.2837,-59135900.7302
1776744000000,12301218.8181,10401345.1944,-57236027.1065
1776747600000,9011765.4117,11201125.643,-59425387.3378
1776751200000,14116200.6208,12761494.2037,-58070680.9207
1776754800000,25365163.9557,14760329.0277,-47465845.9927
1776758400000,25006877.5682,21713858.9962,-44172827.4207
1776762000000,12860723.8481,12310642.6492,-43622746.2218
1776765600000,17538690.9609,15470889.6817,-41554944.9426
1776769200000,18815560.9405,27017734.3202,-49757118.3223
1776772800000,36104155.562,39403433.9489,-53056396.7092
1776776400000,29013140.3382,21926690.8405,-45969947.2115
1776780000000,34789142.6765,39124756.0254,-50305560.5604
1776783600000,32013478.1056,32505197.8159,-50797280.2707
1776787200000,23702086.9685,30175076.0785,-57270269.3807
1776790800000,40493197.3614,48605126.5703,-65382198.5896
1776794400000,18154260.6686,18358705.4271,-65586643.3481
1776798000000,50818515.3019,53323519.9204,-68091647.9666
1776801600000,50309652.3673,45227136.1368,-63009131.7361
1776805200000,7554448.7421,8026261.6516,-63480944.6456
1776808800000,11672708.3945,14342506.9549,-66150743.206
1776812400000,19106226.2212,15145923.8816,-62190440.8664
1776816000000,16841825.4508,13706850.9678,-59055466.3834
1776819600000,13999149.5659,11710039.6949,-56766356.5124
1776823200000,92108596.654,70019100.6912,-34676860.5496
1776826800000,44771093.3579,41230003.8186,-31135771.0103
1776830400000,17137567.9728,20280473.0942,-34278676.1317
1776834000000,116925280.2455,124360234.2661,-41713630.1523
1776837600000,22359221.1026,27141619.1119,-46496028.1616
1776841200000,26508212.0589,40304750.1186,-60292566.2213
1776844800000,28029846.5984,26253433.717,-58516153.3399
1776848400000,15798951.7027,16782882.1637,-59500083.8009
1776852000000,12553408.6687,15588924.5295,-62535599.6617
1776855600000,29410026.0242,20880996.0111,-54006569.6486
1776859200000,36127399.0868,30211949.8408,-48091120.4026
1776862800000,78854963.1645,63671762.39,-32907919.6281
1776866400000,65667753.4346,56142107.2764,-23382273.4699
1776870000000,60674109.5612,51351934.4263,-14060098.335
1776873600000,38230901.6121,49691376.0526,-25520572.7755
1776877200000,31828460.7275,22931311.5983,-16623423.6463
1776880800000,17387405.2084,17275282.8917,-16511301.3296
1776884400000,28813629.4971,22889561.7017,-10587233.5342
1776888000000,17473457.7076,18187564.5992,-11301340.4258
1776891600000,16513135.3118,15813381.3805,-10601586.4945
1776895200000,12697343.9148,11262656.2658,-9166898.8455
1776898800000,22460335.368,30081764.9312,-16788328.4087
1776902400000,79836088.189,61405929.138,1641830.6423
1776906000000,22193577.5974,15566345.8591,8269062.3806
1776909600000,33839919.6706,43848844.8523,-1739862.8011
1776913200000,32160795.8626,37437370.6649,-7016437.6034
1776916800000,20658769.6105,13626157.572,16174.4351
1776920400000,16986995.5367,22786498.089,-5783328.1172
1776924000000,24738101.0325,26327248.5849,-7372475.6696
1776927600000,23038336.3135,32913735.3979,-17247874.754
1776931200000,32303362.4738,28116117.6756,-13060629.9558
1776934800000,45043526.7607,65508069.2986,-33525172.4937
1776938400000,33502000.0402,39692708.5218,-39715880.9753
1776942000000,25709298.741,25311303.828,-39317886.0623
1776945600000,25276129.0565,31844427.1414,-45886184.1472
1776949200000,27908655.7572,26180972.8991,-44158501.2891
1776952800000,31439660.3485,25091117.4596,-37809958.4002
1776956400000,32303803.1027,31927582.9486,-37433738.2461
1776960000000,18706502.2026,17242375.8397,-35969611.8832
1776963600000,89719191.6631,102115302.4617,-48365722.6818
1776967200000,30121863.778,29314578.9756,-47558437.8794
1776970800000,17468838.5278,27720249.1674,-57809848.519
1776974400000,25571067.5265,22313664.2076,-54552445.2001
1776978000000,9271608.3716,14714202.4362,-59995039.2647
1776981600000,19664703.6629,17245497.8363,-57575833.4381
1776985200000,10079554.056,12275659.2513,-59771938.6334
1776988800000,13748234.5818,13610881.0864,-59634585.138
1776992400000,12886627.0152,15345644.166,-62093602.2888
1776996000000,11220045.2,16961842.0133,-67835399.1021
1776999600000,19592240.7685,24632477.0795,-72875635.4131
1777003200000,15607200.0261,16206954.1016,-73475389.4886
1777006800000,28011194.5175,23990497.0461,-69454692.0172
1777010400000,11312396.9774,15528257.4836,-73670552.5234
1777014000000,27799461.4595,14853381.9673,-60724473.0312
1777017600000,23748634.0585,21903026.126,-58878865.0987
1777021200000,15939818.5733,16290643.6252,-59229690.1506
1777024800000,10628160.97,10795611.0055,-59397140.1861
1777028400000,34830381.8407,29255956.0487,-53822714.3941
1777032000000,17814778.3828,23968684.7461,-59976620.7574
1777035600000,22998756.6542,25933246.1964,-62911110.2996
1777039200000,33616073.0107,33280180.7203,-62575218.0092
1777042800000,30521439.1999,33332182.8873,-65385961.6966
1777046400000,12784185.2709,15692895.7277,-68294672.1534
1777050000000,18074970.5499,17613142.3389,-67832843.9424
1777053600000,10886335.0329,13109770.0983,-70056279.0078
1777057200000,13592179.7515,12285788.0615,-68749887.3178
1777060800000,16454342.6993,15176975.6163,-67472520.2348
1777064400000,14543615.7722,17843681.9765,-70772586.4391
1777068000000,13239753.2208,10475888.9635,-68008722.1818
1777071600000,3595305.1129,3947065.2295,-68360482.2984
1777075200000,4293336.7062,4424952.8241,-68492098.4163
1777078800000,5898295.2782,3859801.89,-66453605.0281
1777082400000,3878582.0642,5477387.3297,-68052410.2936
1777086000000,4061612.8647,3876819.0259,-67867616.4548
1777089600000,2752889.8105,3776116.0762,-68890842.7205
1777093200000,3203038.2295,3532524.2035,-69220328.6945
1777096800000,4073619.303,3445472.289,-68592181.6805
1777100400000,4767003.4475,3304232.1706,-67129410.4036
1777104000000,3632754.0832,3060542.7745,-66557199.0949
1777107600000,9204703.8203,10800088.3735,-68152583.6481
1777111200000,5458623.0026,4849278.1003,-67543238.7458
1777114800000,5275190.6624,9044760.6634,-71312808.7468
1777118400000,10781064.217,6823555.6708,-67355300.2006
1777122000000,5397362.2424,5077649.6013,-67035587.5595
1777125600000,6634771.8856,9347970.4019,-69748786.0758
1777129200000,11901136.2055,19762840.6327,-77610490.503
1777132800000,23719050.697,20152490.4995,-74043930.3055
1777136400000,9646333.3829,9868271.6157,-74265868.5383
1777140000000,5789508.0774,8530928.7278,-77007289.1887
1777143600000,4235670.4691,6427398.593,-79199017.3126
1777147200000,3068304.9376,4581418.6897,-80712131.0647
1777150800000,7437470.9135,6436892.6489,-79711552.8001
1777154400000,4964423.6368,4923648.1538,-79670777.3171
1777158000000,4970035.9886,4180857.1502,-78881598.4787
1777161600000,6316112.1988,7052227.6455,-79617713.9254
1777165200000,4377406.0834,7280176.242,-82520484.084
1777168800000,2863917.3409,4785426.5744,-84441993.3175
1777172400000,4468276.8478,9875677.6953,-89849394.165
1777176000000,7247653.8822,5934578.3244,-88536318.6072
1777179600000,36976986.2539,29634095.6743,-81193428.0276
1777183200000,7960923.7528,9932201.4828,-83164705.7576
1777186800000,5231941.2586,6297242.6978,-84230007.1968
1777190400000,12305918.0966,9753049.2641,-81677138.3643
1777194000000,6826163.6021,6386878.2453,-81237853.0075
1777197600000,5615290.2714,6259582.5184,-81882145.2545
1777201200000,8004052.6305,7219384.6641,-81097477.2881
1777204800000,10363458.558,14903758.5683,-85637777.2984
1777208400000,12331438.7403,7202076.8876,-80508415.4457
1777212000000,32391121.4919,30993543.2153,-79110837.1691
1777215600000,9633427.7792,10660962.6136,-80138372.0035
1777219200000,7832591.7464,14749055.7798,-87054836.0369
1777222800000,9110152.7835,7698581.957,-85643265.2104
1777226400000,40559690.4634,29226768.0378,-74310342.7848
1777230000000,29195770.1987,25243615.6143,-70358188.2004
1777233600000,11671148.6465,13323382.5551,-72010422.109
1777237200000,24888212.9386,30068127.0159,-77190336.1863
1777240800000,32611394.1424,34843762.8318,-79422704.8757
1777244400000,29872673.4379,27332546.0673,-76882577.5051
1777248000000,41501464.8985,32481484.7303,-67862597.3369
1777251600000,55012293.6875,50821170.7233,-63671474.3727
1777255200000,16068858.3606,13096939.357,-60699555.3691
1777258800000,19071733.4919,16896609.7809,-58524431.6581
1777262400000,17536974.9953,22913401.0729,-63900857.7357
1777266000000,82173554.7755,115671545.0856,-97398848.0458
1777269600000,31588147.3772,29031266.7574,-94841967.426
1777273200000,22429310.7,20608848.4214,-93021505.1474
1777276800000,25375536.1871,29668398.2921,-97314367.2524
1777280400000,19321662.9726,18258928.753,-96251633.0328
1777284000000,8545167.4405,9542889.8164,-97249355.4087
1777287600000,10069882.6231,11113390.4908,-98292863.2764
1777291200000,13010975.5895,21875661.5912,-107157549.2781
1777294800000,45671758.6526,60599521.5768,-122085312.2023
1777298400000,44991538.1537,44530624.8065,-121624398.8551
1777302000000,96944633.432,116973211.3938,-141652976.8169
1777305600000,25244461.7873,25402011.3068,-141810526.3364
1777309200000,33214034.6287,34580478.1935,-143176969.9012
1777312800000,17189437.2242,19504138.1305,-145491670.8075
1777316400000,17226435.4752,21883143.7723,-150148379.1046
1777320000000,12771299.984,15059400.2825,-152436479.4031
1777323600000,6850708.6798,11639009.492,-157224780.2153
1777327200000,11729122.6681,9880030.3196,-155375687.8668
1777330800000,17292516.2654,11580799.5505,-149663971.1519
1777334400000,11105775.9269,11266750.3385,-149824945.5635
1777338000000,7580965.1643,11371665.3102,-153615645.7094
1777341600000,14431493.9326,22719276.4546,-161903428.2314
1777345200000,8915845.9691,11229046.1613,-164216628.4236
1777348800000,12187185.0674,13294624.3877,-165324067.7439
1777352400000,17498237.0751,18611594.4285,-166437425.0973
1777356000000,18284420.1299,26906625.0196,-175059629.987
1777359600000,20472458.0281,18563557.9452,-173150729.9041
1777363200000,13554472.9622,13544499.8099,-173140756.7518
1777366800000,14184315.8719,14333081.4889,-173289522.3688
1777370400000,11222047.5115,12517476.6021,-174584951.4594
1777374000000,21880338.4856,20869536.725,-173574149.6988
1777377600000,14985082.787,12917146.1717,-171506213.0835
1777381200000,41103293.5672,47418955.7091,-177821875.2254
1777384800000,29701492.9608,30109941.776,-178230324.0406
1777388400000,23641134.3396,18692287.7792,-173281477.4802
1777392000000,24118158.7286,16780003.165,-165943321.9166
1777395600000,19158761.437,13845009.0934,-160629569.573
1777399200000,18257475.5238,12115346.7123,-154487440.7615
1777402800000,20437586.6133,17856969.1986,-151906823.3468
1777406400000,7428022.1085,8393598.8649,-152872400.1032
1777410000000,9709058.3589,12000610.4899,-155163952.2342
1777413600000,4648431.4298,5521055.6708,-156036576.4752
1777417200000,6051979.2725,6423039.1194,-156407636.3221
1777420800000,11440823.4993,7199548.8493,-152166361.6721
1777424400000,23010764.0528,22552963.4534,-151708561.0727
1777428000000,10674675.4971,18410782.5569,-159444668.1325
1777431600000,47248919.8871,32940488.4824,-145136236.7278
1777435200000,53932795.0322,54858953.2767,-146062394.9723
1777438800000,24076157.619,24309155.5735,-146295392.9268
1777442400000,24974458.0514,20553313.4001,-141874248.2755
1777446000000,12493163.3519,20671483.617,-150052568.5406
1777449600000,9605586.1362,14433071.9964,-154880054.4008
1777453200000,33250949.037,26088070.8235,-147717176.1873
1777456800000,26557531.4312,25723111.3077,-146882756.0638
1777460400000,15527519.6399,16775925.0144,-148131161.4383
1777464000000,39515552.7747,39294006.3047,-147909614.9683
1777467600000,38331981.5195,42753518.9515,-152331152.4003
1777471200000,28212754.3036,24109900.7147,-148228298.8114
1777474800000,55817033.4131,66154546.7374,-158565812.1357
1777478400000,36441649.5297,39505346.7219,-161629509.3279
1777482000000,25595019.0438,19769653.1511,-155804143.4352
1777485600000,108787319.9814,139899880.0053,-186916703.4591
1777489200000,33960648.1661,34742175.4078,-187698230.7008
1777492800000,27838887.7019,29940965.4943,-189800308.4932
1777496400000,27576256.217,31317657.3662,-193541709.6424
1777500000000,14499485.2671,11444281.8753,-190486506.2506
1777503600000,13177101.9731,10983789.4401,-188293193.7176
1777507200000,27037078.189,18591252.8546,-179847368.3832
1777510800000,16382971.2139,19748386.6919,-183212783.8612
1777514400000,23813344.5858,31622131.5491,-191021570.8245
1777518000000,12505383.9304,13697957.1484,-192214144.0425
1777521600000,13528392.9299,20003330.7158,-198689081.8284
1777525200000,15097794.7117,21056609.4352,-204647896.5519
1777528800000,11413137.9167,12257384.332,-205492142.9672
1777532400000,30971075.5648,25385122.5534,-199906189.9558
1777536000000,21670433.3372,13874818.4777,-192110575.0963
1777539600000,17001033.7105,12318320.9732,-187427862.359
1777543200000,9369664.0424,9648150.2548,-187706348.5714
1777546800000,18151422.7279,22355163.4917,-191910089.3352
